,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1
570,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,01/03/2022,H,CONGER 185-184 UNIT D1 4H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-12-30,42-389-39614,31.1555803 / -103.5766301,1500,2021-09-10,42,389,570.0,,,,
571,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,01/03/2022,D,MEOC-MELLON-STATE UNIT 2,Coastal 16,OIL & GAS,"MARY ELLEN O'CONNOR,MARY ELLEN OCONNOR,WILDCAT", ,"8,500 ft",2021-12-22,42-391-33247,28.2568208 / -97.2145524,850,2021-10-27,42,391,571.0,,,,
572,Bakken,KRAKEN OPERATING LLC,MT,RICHLAND,01/03/2022,H,KAI 16-4 #3H,Nabors B22,OIL,WILDCAT RICHLAND,BAKKEN, ,2021-12-22,25-083-23395,47.9970118 / -104.1072086,1500,2021-08-27,25,83,572.0,,,,
573,Northeast,ANTERO RESOURCES CORPORATION,WV,RITCHIE,01/03/2022,H,SANDY UNIT 1H SANDY UNIT 1H,H&P 531,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-21,47-085-10417,39.1698142 / -80.8752484,1500,2021-11-10,47,85,573.0,,,,
574,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,01/03/2022,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.1063234 / -96.3922078,1500,2021-10-21,42,395,574.0,,,,
575,Eagleford,IRONROC ENERGY,TX,ROBERTSON,01/03/2022,H,ROWLF 1H,Independence 230,OIL,GIDDINGS,AUSTIN CHALK-3,"7,000 ft",2021-12-21,42-395-32066,30.8612245 / -96.6422392, ,2021-12-13,42,395,575.0,,,,
576,Permian - Midland,ENRICH OIL CORPORATION,TX,RUNNELS,01/03/2022,V,GOODERNST 1,Blue Line 6,OIL & GAS,"HOWERTON,WFM,WILDCAT,WINTERS, NW.,WINTERS, WEST","GARDNER SD., GOEN, GOEN LIME, GUNSIGHT, JENNINGS, KING","5,000 ft",2021-12-29,42-399-35598,31.9509213 / -100.036641,500,2021-10-21,42,399,576.0,,,,
577,Haynesville,SABINE OIL & GAS CORPORATION,TX,RUSK,01/03/2022,H,MILLER C-BRIAN (AW) 1H,Scan Spirit,GAS,MINDEN,COTTON VALLEY CONS.,"12,000 ft",2021-12-15,42-401-35464,32.0958739 / -94.7802811,1000,2021-11-03,42,401,577.0,,,,
578,Haynesville,"CHESAPEAKE OPERATING, L.L.C",LA,SABINE,01/03/2022,H,HA RA SUA;SALLEY 29-20 HC 003-ALT,Cactus 141,UNKNOWN,BAYOU SAN MIGUEL, ,"24,500 ft",2021-12-30,17-085-22601,31.7281512 / -93.5180444,1500,2021-12-13,17,85,578.0,,,,
579,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,01/03/2022,H,HA RA SUQ;INDIGO MIN 27-34 HC 001-ALT,H&P 260,GAS,PLEASANT HILL,HAYNESVILLE,"23,600 ft",2021-12-07,17-085-22598,31.8299826 / -93.5803287,1500,2021-10-12,17,85,579.0,,,,
580,Haynesville,INDIGO MINERALS LLC,LA,SABINE,01/03/2022,H,LBK 22&27&34-10-11 HC 002,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE M, ,2021-12-13,17-085-22591,31.8316116 / -93.4832394,1500,2021-05-13,17,85,580.0,,,,
581,Haynesville,INDIGO MINERALS LLC,LA,SABINE,01/03/2022,H,BDWY 22&15-10-11 HC 003,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE K,"25,000 ft",2021-12-08,17-085-22589,31.8309002 / -93.4840405,1500,2021-05-04,17,85,581.0,,,,
582,Haynesville,VINE ENERGY OPERATING LP,LA,SABINE,01/03/2022,H,HA RA SUHH;LABOKAY 32-5 HC 002-ALT,Cactus 149,GAS,BAYOU SAN MIGUEL,HAYNESVILLE,"24,000 ft",2021-12-29,17-085-22600,31.7280455 / -93.5150397,1500,2021-10-13,17,85,582.0,,,,
583,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,01/03/2022,H,BSI HOKIES DU 3HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-11-24,42-405-30739,31.3980694 / -94.2395317,1500,2021-09-03,42,405,583.0,,,,
584,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,01/03/2022,H,SACAGAWEA 4HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,500 ft",2021-12-18,42-405-30737,31.5795006 / -94.1454683,1800,2021-09-20,42,405,584.0,,,,
585,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,01/03/2022,H,SACAGAWEA 2HB,Precision 573,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,500 ft",2021-12-19,42-405-30735,31.5786295 / -94.1459223,1500,2021-09-20,42,405,585.0,,,,
586,Haynesville,"C6 OPERATING, L.L.C.",TX,SAN AUGUSTINE,01/03/2022,H,WILMA RICHARDS B 1H,Big E 6,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,887 ft",2021-12-08,42-405-30745,31.5389135 / -94.0312143,1500,2021-10-26,42,405,586.0,,,,
587,San Juan,"DJR OPERATING, LLC",NM,SAN JUAN,01/03/2022,H,NAGEEZI UNIT 319H,H&P 443,OIL,NAGEEZI UNIT,MANCOS (OIL),"11,591 ft",2021-12-28,30-045-38199,36.2632605 / -107.7665687,1500,2020-12-07,30,45,587.0,,,,
588,San Juan,"ENDURING RESOURCES, LLC",NM,SANDOVAL,01/03/2022,H,S ESCAVADA UNIT 350H,Ensign 773,GAS,RUSTY GALLUP,GALLUP,"11,733 ft",2021-12-24,30-043-21318,36.1084986 / -107.5556803,1500,2018-07-20,30,43,588.0,,,,
589,San Juan,"EOG RESOURCES, INC.",NM,SANDOVAL,01/03/2022,H,FORD UNIT 203H,Aztec 1000,OIL,WC 21N4W6,GALLUP,"10,617 ft",2021-12-12,30-043-21354,36.0736471 / -107.3040827,1500,2020-12-28,30,43,589.0,,,,
590,Anadarko,EAGLE CREEK CORPORATION,KS,SCOTT,01/03/2022,V,PATTON 1-1,Murfin 102,OIL & GAS,HUGOTON NORTH,"LKC, MARM, MISS, MRW","4,750 ft",2021-12-27,15-171-21283,38.3483881 / -100.9068135,600,2021-12-14,15,171,590.0,,,,
591,Permian - Midland,"CARR RESOURCES, INC.",TX,SCURRY,01/03/2022,H,KUBENA 158 UNIT 2H,Scan Discoverer,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"9,000 ft",2021-12-15,42-415-35638,32.601122 / -100.7439895,1500,2021-12-03,42,415,591.0,,,,
592,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,01/03/2022,D,SACROC UNIT 346-1,AKITA 521,INJECTION,KELLY-SNYDER, ,"7,800 ft",2021-12-31,42-415-35635,32.7230179 / -100.9355666,1500,2021-11-22,42,415,592.0,,,,
593,Permian - Midland,"THREE SPAN OIL & GAS, INC.",TX,SCURRY,01/03/2022,H,MAPACHE GRANDE 008 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"8,000 ft",2021-12-27,42-415-35627,32.5488119 / -100.7693246, ,2021-11-05,42,415,593.0,,,,
594,Anadarko,"AMERICAN WARRIOR, INC.",KS,SEWARD,01/03/2022,V,DAVIES 1-30,Duke 9,OIL,UNNAMED,ST. LOUIS,"6,000 ft",2021-12-19,15-175-22280,37.0632489 / -100.7278915,375,2021-12-15,15,175,594.0,,,,
595,Haynesville,"MAXIMUS OPERATING, LTD.",TX,SHELBY,01/03/2022,V,HUGHES 1,MKS 122,OIL & GAS,"ANGIE,,CENTER, WEST,TENAHA, SW.,TIMPSON, N.","PETTET, PETTIT, TRAVIS PEAK","8,500 ft",2021-12-31,42-419-31825,31.7642973 / -94.2154917, ,2021-12-10,42,419,595.0,,,,
596,,EQT,,SOMERSET,01/03/2022,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2022-01-02, ,39.9724503 / -79.0282898,760, ,0,0,596.0,,,,
597,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,01/03/2022,D,SL 1388 030,Coastal 21,OIL,SOUTH PASS BLOCK 24,S,"9,635 ft",2021-12-17,17-721-20549,29.0580416 / -89.3015277,3000,2021-12-13,17,721,597.0,,,,
598,Anadarko,BLACK MESA ENERGY LLC,OK,STEPHENS,01/03/2022,H,RANGERS 36-25-1S-4W SXH 1,Kenai 18,OIL & GAS, ,SYCAMORE,"17,550 ft",2021-12-10,35-137-27638,34.4203244 / -97.5742646,1500,2021-11-19,35,137,598.0,,,,
599,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,01/03/2022,H,CASSIE ARMOUR 17-20 S1H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,765 ft",2021-12-07,35-137-27636,34.4789509 / -97.6456915,1500,2021-10-20,35,137,599.0,,,,
600,Barnett,"PEREGRINE PETROLEUM PRTNR, LTD.",TX,STONEWALL,01/03/2022,V,MALLARD 1D,Blue Line 7,INJECTION,BRIDJOURNER, ,"7,500 ft",2021-12-29,42-433-34227,32.9751442 / -100.4598381,475,2021-11-19,42,433,600.0,,,,
601,Green River,JONAH ENERGY LLC,WY,SUBLETTE,01/03/2022,D,STUD HORSE BUTTE 109-12,Ensign 157,GAS,JONAH,LANCE,"13,597 ft",2021-12-28,49-035-31155,42.4962489 / -109.6684076,1500,2021-10-11,49,35,601.0,,,,
602,Green River,JONAH ENERGY LLC,WY,SUBLETTE,01/03/2022,H,WILDHORSE 04-500H,Ensign 147,GAS,JONAH,LANCE,"22,421 ft",2021-12-28,49-035-31250,42.4929929 / -109.664433, ,2021-01-28,49,35,602.0,,,,
603,Green River,ULTRA RESOURCES INC,WY,SUBLETTE,01/03/2022,,RIVERSIDE 7D2-12D,Ensign 162,UNKNOWN, , , ,2021-12-28,49-035-27832,42.6757622 / -109.7844315,1500, ,49,35,603.0,,,,
604,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,01/03/2022,H,BOY SCOUTS NORTH UNIT 3H,Precision 560,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"13,732 ft",2021-12-28,37-113-20435,41.5621911 / -76.6740189,1500,2021-06-25,37,113,604.0,,,,
605,Northeast,CHIEF OIL & GAS LLC,PA,SULLIVAN,01/03/2022,H,NELSON B NORTH 2HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,418 ft",2021-12-15,37-113-20443,41.5600041 / -76.4853323,1500,2021-06-16,37,113,605.0,,,,
606,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,01/03/2022,H,DOBROSIELSKI S 008,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,647 ft",2021-12-20,37-115-22874,41.6895337 / -75.9881526,1500,2021-07-29,37,115,606.0,,,,
607,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,01/03/2022,H,HOUSENICK J 011,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,080 ft",2021-12-30,37-115-22905,41.8126682 / -76.0759627,1500,2021-09-20,37,115,607.0,,,,
608,Northeast,"SWN PRODUCTION COMPANY, LLC",PA,SUSQUEHANNA,01/03/2022,H,SHELDON 2H,SWN Drilling 43,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-06,37-115-22892,41.900763 / -75.5755272,1500,2021-09-20,37,115,608.0,,,,
609,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,01/03/2022,H,DIAMOND BIRDVILLE HILLS MIPA 4H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-28,42-439-37200,32.813134 / -97.2503777,1500,2020-08-04,42,439,609.0,,,,
610,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,01/03/2022,H,MOUNT TABOR BRAYLON MIPA UNIT 3H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-12-27,42-439-37189,32.7156058 / -97.2494078,1500,2020-08-03,42,439,610.0,,,,
611,DJ Basin,"L. D. DRILLING, INC.",KS,THOMAS,01/03/2022,V,MOSS 1-3,LD Drilling 1,OIL, ,BASE KANSAS CITY,"4,500 ft",2021-12-21,15-193-21100,39.2994098 / -100.7717195,1000,2021-11-16,15,193,611.0,,,,
612,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,01/03/2022,H,JOHNSON (02-135-03) K 3H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"16,665 ft",2021-12-30,37-117-22117,41.6515315 / -77.0648044,1500,2021-08-11,37,117,612.0,,,,
613,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,01/03/2022,H,OMR (02-188-03) 3H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,649 ft",2021-12-30,37-117-22132,41.6432343 / -77.0761618,1500,2021-10-04,37,117,613.0,,,,
614,Northeast,SENECA RESOURCES CORPORATION,PA,TIOGA,01/03/2022,H,CRUTTENDEN 846 30HU 53603,Patterson 801,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-17,37-117-22125,41.8641931 / -77.3124285,1500,2021-08-26,37,117,614.0,,,,
615,Northeast,ANTERO RESOURCES CORPORATION,WV,TYLER,01/03/2022,H,CAPITOL UNIT 1H CAPITOL UNIT 1H,H&P 317,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-22,47-095-02754,39.5279421 / -80.7929288,1500,2021-09-20,47,95,615.0,,,,
616,Northeast,"JAY-BEE OIL & GAS, INC.",WV,TYLER,01/03/2022,H,DOC 3  ,Precision 823,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-17,47-095-02621,39.4492264 / -80.7682134,1200,2019-07-09,47,95,616.0,,,,
617,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,TYLER,01/03/2022,H,BSM/KIRBY A-3 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-12-22,42-457-30910,30.8831394 / -94.5550434,1500,2021-12-16,42,457,617.0,,,,
618,Uintah,FINLEY RESOURCES INC,UT,UINTAH,01/03/2022,D,WILLOW CREEK 18-13A-9-20,Aztec 507,OIL,NATURAL BUTTES,WASATCH,"6,271 ft",2021-12-26,43-047-56863,40.0300251 / -109.7186192,475,2021-02-12,43,47,618.0,,,,
619,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,01/03/2022,D,LIL DIPPER 13C4-14-722,Cyclone 34,GAS,RED WASH,MANCOS,"13,446 ft",2021-12-15,43-047-56768,40.2085065 / -109.41822,2000,2021-01-05,43,47,619.0,,,,
620,Uintah,"MIDDLE FORK ENERGY UINTA, LLC",UT,UINTAH,01/03/2022,D,ORION 11C1-24-722,Cyclone 41,GAS,RED WASH,MANCOS,"13,370 ft",2021-04-10,43-047-56835,40.1945919 / -109.3975963, ,2021-01-29,43,47,620.0,,,,
621,Haynesville,"FONTAINEBLEAU OPERATING, LLC",LA,UNION,01/03/2022,V,CV DAVIS RA SUWW;RCLK 34 001,Reliance 2,GAS,UNIONVILLE,COTTON VALLEY DABIS ZONE,"9,000 ft",2021-12-04,17-111-25646,32.6843015 / -92.4613947,700,2021-10-06,17,111,621.0,,,,
622,Permian - Midland,COG OPERATING LLC,TX,UPTON,01/03/2022,H,AMACKER 68A 6813BH,Pioneer 81,OIL,SPRABERRY,TREND AREA,"12,000 ft",2021-12-28,42-461-41940,31.3858695 / -102.057046,1500,2021-10-26,42,461,622.0,,,,
623,Permian - Midland,"DRIFTWOOD ENERGY OPERATING, LLC",TX,UPTON,01/03/2022,H,EAST RANKIN UNIT 3H,Precision 600,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-28,42-461-41686,31.8768697 / -102.2738837,1800,2021-03-01,42,461,623.0,,,,
624,Permian - Midland,"EARTHSTONE OPERATING, LLC",TX,UPTON,01/03/2022,H,BENEDUM 3-6 B 5A,Unit 412,OIL & GAS,SPRABERRY,TREND AREA,"8,755 ft",2021-12-29,42-461-41904,31.3189532 / -101.7933527,1500,2021-09-24,42,461,624.0,,,,
625,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,01/03/2022,H,SADIE 07-08 D 23BL,NorAm 30,OIL,SPRABERRY,TREND AREA,"8,450 ft",2021-12-28,42-461-41924,31.1881121 / -101.9534606,1900,2021-10-15,42,461,625.0,,,,
626,Permian - Midland,HENRY RESOURCES LLC,TX,UPTON,01/03/2022,H,MEREDITH 33-52-11 D 14BU,Precision 626,OIL,SPRABERRY,TREND AREA) R 40 EXC,"8,945 ft",2021-12-24,42-461-41950,31.37004 / -101.9044164, ,2021-11-04,42,461,626.0,,,,
627,Permian - Midland,OVINTIV USA INC.,TX,UPTON,01/03/2022,H,RAB 34E 5HD,H&P 553,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-12-28,42-461-41982,31.6508496 / -102.0903683, ,2021-12-10,42,461,627.0,,,,
628,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,01/03/2022,H,UNIVERSITY 4-7D 4H,Ensign T133,OIL & GAS,SPRABERRY,TREND AREA,"9,570 ft",2021-12-28,42-461-41915,31.1943716 / -101.7816669,1500,2021-10-05,42,461,628.0,,,,
629,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,01/03/2022,H,BROOK A-E2E 5H,Patterson 261,OIL & GAS,SPRABERRY,TREND AREA,"10,738 ft",2021-12-26,42-461-41680,31.424957 / -101.8152766,1500,2021-02-09,42,461,629.0,,,,
630,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,UPTON,01/03/2022,H,BROOK A-E2C 3H,H&P 637,OIL & GAS,SPRABERRY,TREND AREA,"10,738 ft",2021-12-27,42-461-41678,31.4263796 / -101.8150606,1500,2021-02-09,42,461,630.0,,,,
631,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,01/03/2022,H,ALETHA 3 06WA,Precision 567,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-28,42-461-41815,31.4835193 / -102.1520556,1500,2021-06-16,42,461,631.0,,,,
632,Permian - Midland,SUMMIT PETROLEUM LLC,TX,UPTON,01/03/2022,H,LILA 41 82WA,Precision 619,OIL & GAS,SPRABERRY,TREND AREA,"9,400 ft",2021-12-09,42-461-41861,31.3928187 / -101.9958703,1500,2021-07-22,42,461,632.0,,,,
633,Permian - Midland,TRP OPERATING LLC,TX,UPTON,01/03/2022,H,MAGNETO G 1003HA,Sendero 19,OIL & GAS,SPRABERRY,TREND AREA,"8,583 ft",2021-12-27,42-461-41920,31.3202101 / -101.955528,525,2021-10-14,42,461,633.0,,,,
634,Permian - Midland,TRP OPERATING LLC,TX,UPTON,01/03/2022,H,MAGNETO J 1011HU,McVay 2,OIL & GAS,SPRABERRY,TREND AREA,"8,806 ft",2021-12-21,42-461-41971,31.3189131 / -101.9580951,1500,2021-11-29,42,461,634.0,,,,
635,Tuscaloosa,CONTINENTAL RESOURCES INC.,LA,VERNON,01/03/2022,H,AUS C RA SUB;LABOKAY 20-17 H 001,Nabors B15,UNKNOWN,"HADDENS, NORTH",AUSTIN CHALK,"20,318 ft",2021-12-01,17-115-20238,31.2189834 / -93.5147562,1500,2021-11-12,17,115,635.0,,,,
636,Gulf Coast,BIG LAKE CORPORATION,TX,VICTORIA,01/03/2022,V,SANDHOP 4,Price 2,OIL & GAS,"WILDCAT,WITTE,WITTE, N.","FRIO, LF, LF-, LF- 1, LF-9, LF-9, FLT. SEG NORTH","6,150 ft",2021-12-19,42-469-34479,28.8677439 / -96.7336294,550,2021-12-07,42,469,636.0,,,,
637,Offshore,"TALOS PETROLEUM, LLC",GOM,VIOSCA KNOLL,01/03/2022,,OCS-G 06898 A33 ST 1,H&P 100,UNKNOWN, , , ,2021-08-17,60-816-40414,28.9730587 / -88.6259232,3000, ,60,816,637.0,,,,
638,Offshore,CHEVRON U.S.A. INC.,GOM,WALKER RIDGE,01/03/2022,U,G16942 A008,Nabors MODS 400,UNKNOWN,BIG FOOT, , ,2021-08-26,60-812-40068,26.9329382 / -90.5203201,4600,2021-08-26,60,812,638.0,,,,
639,Offshore,EQUINOR GULF OF MEXICO LLC,GOM,WALKER RIDGE,01/03/2022,D,001  ,West Vela,OIL & GAS, , , ,2021-11-18,60-812-40138,26.6572508 / -91.5792869,9000,2021-11-18,60,812,639.0,,,,
640,Offshore,MURPHY EXPLORATION & PRODUCTION COMPANY,GOM,WALKER RIDGE,01/03/2022,,OCS-G 16965 2 ST 1,Pacific Khamsin,UNKNOWN, , , ,2021-11-30,60-812-40016,26.7432003 / -90.4934006, , ,60,812,640.0,,,,
641,Offshore,SHELL OFFSHORE INC.,GOM,WALKER RIDGE,01/03/2022,V,017  ,TO Deepwater Poseidon,OIL & GAS, , ,"40,000 ft",2021-12-17,60-812-40137,26.4494491 / -90.7831718, ,2021-08-10,60,812,641.0,,,,
642,Anadarko,"STELBAR OIL CORPORATION, INC.",KS,WALLACE,01/03/2022,V,WILLOWAY FARMS 1-21,Murfin 112,OIL,UNNAMED,MORROW,"5,200 ft",2021-12-18,15-199-20455,38.8183971 / -101.876017,750,2021-11-23,15,199,642.0,,,,
643,Permian - Delaware,"ADVANCE ENERGY PARTNERS, LLC",TX,WARD,01/03/2022,H,PLATINUM 218-34 3H,Ensign 762,OIL & GAS,PHANTOM,WOLFCAMP,"10,885 ft",2021-12-15,42-475-38291,31.5495156 / -103.4123701,1500,2021-11-29,42,475,643.0,,,,
644,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,01/03/2022,H,ARENA A2 9UA,Cactus 168,OIL & GAS,PHANTOM,WOLFCAMP,"11,650 ft",2021-12-16,42-475-38251,31.4937357 / -103.2352009,1800,2021-09-24,42,475,644.0,,,,
645,Permian - Delaware,CALLON PETROLEUM OPERATING CO,TX,WARD,01/03/2022,H,DRAINAGE A3 6LA,Cactus 172,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-12-25,42-475-38216,31.4964241 / -103.2390617,1800,2021-07-02,42,475,645.0,,,,
646,Permian - Delaware,"COLGATE OPERATING, LLC",TX,WARD,01/03/2022,H,ALYSE 51 UNIT 331H,Nabors M7502,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-12-27,42-475-38289,31.5058002 / -103.4700265,1150,2021-11-22,42,475,646.0,,,,
647,Permian - Delaware,"COLGATE OPERATING, LLC",TX,WARD,01/03/2022,H,PALMER 52 UNIT 332H,H&P 652,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-12-14,42-475-38290,31.5066981 / -103.4751287,1500,2021-11-22,42,475,647.0,,,,
648,Permian - Delaware,"FORGE ENERGY OPERATING, LLC",TX,WARD,01/03/2022,H,UL 16 TILDEN TB1 11H,H&P 462,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-12-27,42-475-38258,31.5026901 / -103.1162353,1500,2021-10-01,42,475,648.0,,,,
649,Permian - Delaware,"HALCON OPERATING CO., INC.",TX,WARD,01/03/2022,H,WILSON 8901H,Precision 553,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-26,42-475-38277,31.647723 / -103.1557203,1500,2021-11-03,42,475,649.0,,,,
650,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,01/03/2022,H,UL DINO JUICE 18-40-45 WC1 5H,Nabors M7504,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-08-22,42-475-38240,31.6079487 / -103.3428565,1150,2021-07-23,42,475,650.0,,,,
651,Permian - Delaware,"POINT ENERGY PARTNERS PETRO, LLC",TX,WARD,01/03/2022,H,JIM ED P 14H,Precision 550,OIL & GAS,PHANTOM,WOLFCAMP,"12,000 ft",2021-12-25,42-475-38293,31.4347897 / -103.2211142,1800,2021-11-29,42,475,651.0,,,,
652,Permian - Delaware,WATERBRIDGE TEXAS OPERATING LLC,TX,WARD,01/03/2022,V,COWBOY COUNTRY SWD 1,Savanna 635,INJECTION,"QUITO, WEST",DELAWARE,"7,950 ft",2021-12-21,42-475-38287,31.4559142 / -103.1806624,850,2021-11-22,42,475,652.0,,,,
653,Eagleford,"GEOSOUTHERN OPERATING II, LLC",TX,WASHINGTON,01/03/2022,H,GAY HILL FARMS UNIT 1H,H&P 478,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,200 ft",2021-12-14,42-477-31185,30.2643045 / -96.4751824,1500,2021-10-29,42,477,653.0,,,,
654,Eagleford,MAGNOLIA OIL & GAS OPERATING LLC,TX,WASHINGTON,01/03/2022,H,TAHOE MOUNTAIN H 03PR,Patterson 248,OIL & GAS,GIDDINGS,"AUSTIN CHALK, GAS, AUSTIN CHALK-3","14,500 ft",2021-12-28,42-477-31189,30.2031671 / -96.7215829,1500,2021-11-12,42,477,654.0,,,,
655,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,01/03/2022,H,"HUNTER, JOHN UNIT 8H",Pioneer 76,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"21,556 ft",2021-12-26,37-125-28281,40.0956173 / -80.4725812,1500,2021-09-13,37,125,655.0,,,,
656,Northeast,RANGE RESOURCES APPALACHIA LLC,PA,WASHINGTON,01/03/2022,H,MELE UNIT 12H,Pioneer 78,GAS,MARCELLUS SHALE,MARCELLUS SHALE, ,2021-12-31,37-125-28950,40.2510417 / -80.2951937,1500,2021-08-19,37,125,656.0,,,,
657,Eagleford,"AGERON IRONROC ENERGY, LLC",TX,WEBB,01/03/2022,H,AI SAN ROMAN 102H,Ensign T139,GAS,HAWKVILLE,"AUSTIN CHALK, EAGLEFORD SHALE","12,100 ft",2021-11-28,42-479-44506,27.9480775 / -99.3852484,1500,2021-10-11,42,479,657.0,,,,
658,Eagleford,"EOG RESOURCES, INC.",TX,WEBB,01/03/2022,V,G-B MINERALS 1M,H&P 254,UNKNOWN,HAWKVILLE,EAGLEFORD SHALE,"14,600 ft",2021-12-28,42-479-44494,27.7772033 / -99.4000078,1500,2021-09-22,42,479,658.0,,,,
659,Eagleford,"HEADINGTON ENERGY PARTNERS, LLC",TX,WEBB,01/03/2022,H,MILAGROS 4H,Nabors X51,GAS,HAWKVILLE,AUSTIN CHALK,"13,000 ft",2021-12-11,42-479-44503,27.747843 / -99.4998565, ,2021-10-14,42,479,659.0,,,,
660,Eagleford,"LAREDO ENERGY OPERATING, LLC",TX,WEBB,01/03/2022,H,NEEDMORE-SCIBIENSKI B 107H,H&P 431,GAS,HAWKVILLE,EAGLEFORD SHALE,"11,200 ft",2021-12-21,42-479-44536,27.7015232 / -99.7026892,1500,2021-11-15,42,479,660.0,,,,
661,Eagleford,"LAREDO ENERGY OPERATING, LLC",TX,WEBB,01/03/2022,H,RETAMA RANCH 425H,H&P 424,GAS,HAWKVILLE,AUSTIN CHALK,"13,000 ft",2021-12-14,42-479-44549,27.7454435 / -99.5706956,1500,2021-11-22,42,479,661.0,,,,
