,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
206,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,GLASSCOCK,12/27/2021,H,COLT 45 104HD,Citadel 5,OIL & GAS,SPRABERRY,TREND AREA,"10,600 ft",2021-12-21,42-173-38548,31.8536996 / -101.7373253, ,2021-09-16,42,173,206.0,,,
207,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,GLASSCOCK,12/27/2021,H,HENRY E 5BB,Citadel 1,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-09,42-173-38427,31.8516561 / -101.7438807, ,2021-02-22,42,173,207.0,,,
208,Permian - Midland,DIAMONDBACK E&P LLC,TX,GLASSCOCK,12/27/2021,H,GLENN RILEY 30-42 O 6LS,Ensign 766,OIL & GAS,SPRABERRY,TREND AREA,"8,180 ft",2021-12-26,42-173-38596,31.7843056 / -101.6414738,1500,2021-11-17,42,173,208.0,,,
209,Permian - Midland,OXY USA INC.,TX,GLASSCOCK,12/27/2021,H,POWELL 1689CP 9H,H&P 434,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-20,42-173-38517,31.9348625 / -101.6555424,1500,2021-07-21,42,173,209.0,,,
210,Permian - Midland,OXY USA INC.,TX,GLASSCOCK,12/27/2021,H,"POWELL, E.L. 0984CP",H&P 427,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-14,42-173-38522,31.9334239 / -101.6635106,1500,2021-07-20,42,173,210.0,,,
211,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/27/2021,H,DRIVER-LANE E36E 105H,Ensign T136,OIL & GAS,SPRABERRY,TREND AREA,"10,379 ft",2021-12-10,42-173-37731,31.7418233 / -101.7551048,1500,2020-10-12,42,173,211.0,,,
212,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/27/2021,H,DRIVER-LANE W36E 5H,Patterson 261,OIL & GAS,SPRABERRY,TREND AREA,"10,437 ft",2021-12-14,42-173-37734,31.7388059 / -101.7632288,1500,2020-10-12,42,173,212.0,,,
213,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,GLASSCOCK,12/27/2021,H,BRUNSON RANCH 47D 4H,Ensign T142,OIL & GAS,SPRABERRY,TREND AREA,"10,225 ft",2021-12-14,42-173-38374,31.8429343 / -101.7117852,1500,2020-10-20,42,173,213.0,,,
214,Permian - Midland,TALL CITY BRINE LLC,TX,GLASSCOCK,12/27/2021,V,GARDEN CITY BRINE 1,Ensign T108,SERVICE,SPRABERRY,TREND AREA,"1,950 ft",2021-12-23,42-173-38210,31.8637431 / -101.5397621,1500,2019-08-21,42,173,214.0,,,
215,Permian - Midland,XTO ENERGY INC.,TX,GLASSCOCK,12/27/2021,H,BLALOCK 1323 1323SH,Nabors X20,OIL & GAS,SPRABERRY,TREND AREA,"10,200 ft",2021-12-21,42-173-38524,31.9427205 / -101.7145661,1500,2021-07-26,42,173,215.0,,,
216,Permian - Midland,XTO ENERGY INC.,TX,GLASSCOCK,12/27/2021,H,BLALOCK 1321 1321SH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-18,42-173-38533,31.9496846 / -101.7244885,1500,2021-08-05,42,173,216.0,,,
217,Gulf Coast,UNITED TEXAS OIL LLC,TX,GOLIAD,12/27/2021,H,SCOTT 3H,Coastal 4,GAS,MCCASKILL,WILCOX L-3, ,2021-11-26,42-175-33563,28.7669998 / -97.6201122,1200,2017-07-06,42,175,217.0,,,
218,Eagleford,"PENN VIRGINIA OIL & GAS, L.P.",TX,GONZALES,12/27/2021,H,TURQUOISE A 1H,H&P 505,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"14,500 ft",2021-12-14,42-177-34443,29.5292581 / -97.320016,1500,2021-10-05,42,177,218.0,,,
219,Eagleford,"PENN VIRGINIA OIL & GAS, L.P.",TX,GONZALES,12/27/2021,H,TOPAZ C 3H,H&P 501,OIL & GAS,EAGLEVILLE,EAGLE FORD-1,"14,500 ft",2021-12-21,42-177-34442,29.5259311 / -97.3247732,1500,2021-10-04,42,177,219.0,,,
220,Eagleford,"ROSEWOOD RESOURCES, INC.",TX,GONZALES,12/27/2021,H,WARD NORTH C 3LH,Nabors 1203,OIL,EAGLEVILLE,EAGLE FORD-1,"9,700 ft",2021-12-21,42-177-34436,29.2724518 / -97.5666674, ,2021-09-22,42,177,220.0,,,
221,DJ Basin,"MULL DRILLING COMPANY, INC.",KS,GOVE,12/27/2021,V,CURTIS E 1-30,Duke 5,OIL,UNNAMED,MISSISSIPPIAN,"4,600 ft",2021-12-14,15-063-22393,38.7269991 / -100.2513937,600,2021-11-16,15,63,221.0,,,
222,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,GRADY,12/27/2021,H,CLARA LUPER 0806 23-26-1WXH,Cactus 166,OIL & GAS, ,"MISSISSIPPIAN, WOODFORD","19,660 ft",2021-11-21,35-051-24874,35.1521643 / -97.794921,1500,2021-10-13,35,51,222.0,,,
223,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/27/2021,H,CLARK 2H-31-30,Unit 315,OIL & GAS, ,MISSISSIPPIAN,"22,500 ft",2021-12-16,35-051-24883,35.2029918 / -97.8769426,1500,2021-11-09,35,51,223.0,,,
224,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/27/2021,H,RABBIT ROAD 2H-15-22,Unit 126,OIL & GAS, ,"MISSISSIPPI LIME, MISSISSIPPIAN","21,100 ft",2021-12-25,35-051-24886,35.2609581 / -97.8274156,1500,2021-11-24,35,51,224.0,,,
225,Anadarko,CITIZEN ENERGY III LLC,OK,GRADY,12/27/2021,H,BRUSHY LAKE 2H-13-24,Atlas 6,OIL & GAS, ,MISSISSIPPIAN,"21,500 ft",2021-12-18,35-051-24870,35.1753632 / -97.7864942,1600,2021-10-12,35,51,225.0,,,
226,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/27/2021,H,SILVER STRATTON 6-7-6XHW,H&P 543,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD","21,932 ft",2021-12-02,35-051-24879,34.8340543 / -97.7571875,1500,2021-11-04,35,51,226.0,,,
227,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/27/2021,H,SILVER STRATTON 5-7-6-31XHW,Patterson 592,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD", ,2021-12-06,35-051-24881,34.8345828 / -97.7636123,1500,2021-11-04,35,51,227.0,,,
228,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/27/2021,H,SILVER STRATTON 3-6-31-30XHW,Patterson 573,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD", ,2021-11-12,35-051-24871,34.8423112 / -97.7677706,1200,2021-10-12,35,51,228.0,,,
229,Anadarko,CONTINENTAL RESOURCES INC,OK,GRADY,12/27/2021,H,SILVER STRATTON 2-6-31-30XHW,Patterson 596,OIL & GAS, ,"HUNTON, SYCAMORE, WOODFORD", ,2021-12-21,35-051-24880,34.8426278 / -97.7717837,1500,2021-11-04,35,51,229.0,,,
230,Anadarko,GULFPORT MIDCON LLC,OK,GRADY,12/27/2021,H,SCR 2-31X6H,H&P 485,OIL & GAS, ,WOODFORD, ,2021-12-23,35-051-24897,34.7822697 / -97.7722693,1500,2021-12-17,35,51,230.0,,,
231,Anadarko,GULFPORT MIDCON LLC,OK,GRADY,12/27/2021,H,SCR 4-31X6H,Patterson 283,OIL & GAS, ,WOODFORD, ,2021-12-03,35-051-24885,34.7840623 / -97.7608419,1500,2021-11-23,35,51,231.0,,,
232,Anadarko,MARATHON OIL COMPANY,OK,GRADY,12/27/2021,H,KEM RANCH 0406 4-24-25WXH,Nabors X41,OIL & GAS, ,"HUNTON, MISSISSIPPIAN, WOODFORD", ,2021-12-05,35-051-24836,34.8114122 / -97.7839252,1500,2021-05-19,35,51,232.0,,,
233,Anadarko,MARATHON OIL COMPANY,OK,GRADY,12/27/2021,H,GRETZKY 0406 5-2-35WXH,Precision 101,OIL & GAS, ,WOODFORD, ,2021-12-10,35-051-24857,34.8393042 / -97.8011732,1500,2021-08-05,35,51,233.0,,,
234,Barnett,"TEXCEL EXPLORATION, INC.",TX,GRAYSON,12/27/2021,V,BLUE SKY 2,Steinberger 3,OIL & GAS,"SOUTHMAYD, NORTH",BAKER-VIOLA,"8,800 ft",2021-12-22,42-181-31606,33.6371944 / -96.7258268,1000,2021-10-25,42,181,234.0,,,
235,Offshore,BHP BILLITON PETROLEUM (DEEPWATER) INC.,GOM,GREEN CANYON,12/27/2021,V,001  ,TO Deepwater Invictus,OIL & GAS, , ,"40,000 ft",2021-10-11,60-811-40754,27.8469116 / -90.1693736,9000,2021-10-07,60,811,235.0,,,
236,Offshore,BOE EXPLORATION & PRODUCTION LLC,GOM,GREEN CANYON,12/27/2021,V,001  ,TO Deepwater Asgard,OIL & GAS, , ,"40,000 ft",2021-12-02,60-811-40753,27.0315466 / -90.9900904,9000,2021-12-02,60,811,236.0,,,
237,Offshore,CHEVRON U.S.A. INC.,GOM,GREEN CANYON,12/27/2021,V,AP001  ,TO Deepwater Conqueror,OIL & GAS, , ,"40,000 ft",2021-12-01,60-811-40750,27.1513981 / -91.2117947,10500,2021-07-09,60,811,237.0,,,
238,Offshore,HESS CORPORATION,GOM,GREEN CANYON,12/27/2021,,OCS-G 26315 1 ST 1,TO Discoverer Inspiration,UNKNOWN, , , ,2021-12-13,60-811-40440,27.4690876 / -90.5627518,6900, ,60,811,238.0,,,
239,Offshore,MURPHY EXPLORATION & PRODUCTION COMPANY - USA,GOM,GREEN CANYON,12/27/2021,V,002  ,Pacific Sharav,OIL & GAS,GC389, ,"40,000 ft",2021-12-06,60-811-40748,27.5612714 / -90.1041822, ,2021-07-30,60,811,239.0,,,
240,Northeast,CNX GAS CO LLC,PA,GREENE,12/27/2021,H,SILVER FOX FARMS LLC RHL87NHSU,Patterson 563,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"20,111 ft",2021-12-10,37-059-27888,39.9111149 / -80.4796902,1500,2019-08-05,37,59,240.0,,,
241,Northeast,"CNX GAS COMPANY, LLC",PA,GREENE,12/27/2021,H,CNX RHL31PHSM,Pioneer 73,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"14,433 ft",2021-12-15,37-059-28142,39.9196641 / -80.4279625,1500,2021-06-24,37,59,241.0,,,
242,Northeast,EQT PRODUCTION COMPANY,PA,GREENE,12/27/2021,H,BATTLE PHROG 1H,Patterson 294,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,408 ft",2021-12-22,37-059-28012,39.7886897 / -80.1858934,1500,2021-08-23,37,59,242.0,,,
243,Northeast,GREYLOCK PRODUCTION LLC,PA,GREENE,12/27/2021,H,WILDCAT 2MH,Patterson 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"16,969 ft",2021-12-18,37-059-28135,39.8010685 / -80.0748807,1200,2021-06-17,37,59,243.0,,,
244,Mississippi,VENTURE OIL & GAS INC,MS,GREENE,12/27/2021,V,BOE 16-11 1,WT Drilling 16,GAS,AVERA,HOSSTON,"13,500 ft",2021-12-05,23-041-20171,31.3075191 / -88.8002771,1000,2021-11-18,23,41,244.0,,,
245,Northeast,ARSENAL RESOURCES LLC,WV,HARRISON,12/27/2021,H,J OSBORN HSOP16 201  ,H&P 608,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-09,47-033-05949,39.2658634 / -80.2179914,1500,2019-04-12,47,33,245.0,,,
246,Northeast,ASCENT RESOURCES UTICA LLC,OH,HARRISON,12/27/2021,H,PINE VALLEY N GRN HR 3H,Patterson 259,OIL & GAS, ,"UTICA SHALE, POINT PLEASANT FORMATION", ,2021-12-16,34-067-21696,40.285864 / -80.881698,1000,2021-09-22,34,67,246.0,,,
247,Haynesville,"COMSTOCK OIL & GAS, LLC",TX,HARRISON,12/27/2021,H,HARRISON LH 'H' 2H,Patterson 271,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-10,42-203-35465,32.4145398 / -94.3490715,1500,2021-07-29,42,203,247.0,,,
248,Haynesville,"COMSTOCK OIL & GAS, LLC",TX,HARRISON,12/27/2021,H,MARSH KB 'H' 3H,Nabors X01,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,500 ft",2021-12-09,42-203-35450,32.3407096 / -94.3209986,1500,2021-02-16,42,203,248.0,,,
249,Northeast,"HG ENERGY II APPALACHIA, LLC",WV,HARRISON,12/27/2021,H,SCHOEN 1205 S-8H  ,Hall 6,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-26,47-033-06002,39.151251 / -80.3517393, ,2021-02-09,47,33,249.0,,,
250,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,HARRISON,12/27/2021,H,SANDERS 'A' HV UNIT F 6H,Nabors X17,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-07,42-203-35480,32.4588151 / -94.1052712,1500,2021-09-20,42,203,250.0,,,
251,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,HARRISON,12/27/2021,H,C.M. ABNEY 'A' HV UNIT C 3H,H&P 475,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-14,42-203-35477,32.4557305 / -94.0980436,1500,2021-09-17,42,203,251.0,,,
252,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,HARRISON,12/27/2021,H,FIELDS-ISAACS HV UNIT B 2H,Nabors X06,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-04,42-203-35485,32.4535964 / -94.0776251,1500,2021-10-11,42,203,252.0,,,
253,North Slope,CONOCOPHILLIPS ALASKA INC,AK,HARRISON BAY,12/27/2021,V,COLVILLE RIV UNIT CD2-310,Doyon 26,INJECTION,COLVILLE RIVER,ALPINE OIL, ,2021-06-13,50-103-20826,70.3379645 / -151.0495011,3000,2020-08-10,50,103,253.0,,,
254,North Slope,CONOCOPHILLIPS ALASKA INC,AK,HARRISON BAY,12/27/2021,V,GMTU MT7-05,Doyon 25,OIL,GREATER MOOSES TOOTH,RENDEZVOUS OIL, ,2021-11-30,50-103-20833,70.1728636 / -151.693997,1800,2021-11-03,50,103,254.0,,,
255,Anadarko,"FORTAY, INC.",TX,HARTLEY,12/27/2021,V,JOANN 3,Quest 222,OIL & GAS,"HARTLEY WEST,LATHEM, S.,WILDCAT","CANYON, DES MOINES","9,000 ft",2021-12-11,42-205-30417,35.8620634 / -102.3575728,750,2021-09-09,42,205,255.0,,,
256,Barnett,"S.B. STREET OPERATING, INC.",TX,HASKELL,12/27/2021,V,JAMES LEE NORMAN 3,Smalley 7,OIL & GAS,"HASKELL COUNTY REGULAR,OLD GLORY, E.","BEND CONGL., STRAWN","6,000 ft",2021-12-17,42-207-32996,33.2170366 / -99.9862102,475,2021-12-03,42,207,256.0,,,
257,Anadarko,"BLACKBEARD OPERATING, LLC",TX,HEMPHILL,12/27/2021,H,LITTLE 30-43 ME EX 1H,Nabors 893,GAS,HEMPHILL,GRANITE WASH.,"12,000 ft",2021-12-04,42-211-35657,35.7898065 / -100.4093356,1500,2021-09-15,42,211,257.0,,,
258,Permian - Midland,"ROGERS, S. K. OIL, INC.",TX,HOCKLEY,12/27/2021,V,"MCCORKLE, EULA ESTATE 5W",Norton 1,INJECTION,HAMILTON,CLEARFORK,"7,000 ft",2021-12-23,42-219-37497,33.5313329 / -102.339401,900,2021-09-10,42,219,258.0,,,
259,Permian - Midland,BAYSWATER OPERATING COMPANY LLC,TX,HOWARD,12/27/2021,H,FORTRESS OF SOLITUDE 16-9-4 H 1WA,Independence 214,OIL & GAS,SPRABERRY,TREND AREA,"7,400 ft",2021-12-19,42-227-41315,32.3488042 / -101.3638157, ,2021-10-07,42,227,259.0,,,
260,Permian - Midland,BAYSWATER OPERATING COMPANY LLC,TX,HOWARD,12/27/2021,H,FORTRESS OF SOLITUDE 16-9-4 H 2LS,Independence 203,OIL & GAS,SPRABERRY,TREND AREA,"6,900 ft",2021-12-18,42-227-41323,32.349425 / -101.3609774,1500,2021-10-13,42,227,260.0,,,
261,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,HOWARD,12/27/2021,H,YAMAHA PACIFICA 4AA,NorAm 22,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-25,42-227-41243,32.2884054 / -101.6077852,1500,2021-08-06,42,227,261.0,,,
262,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,HOWARD,12/27/2021,H,YAMAHA PACIFICA F 9DN,NorAm 34,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-11,42-227-41248,32.2877958 / -101.6116263,1500,2021-08-11,42,227,262.0,,,
263,Permian - Midland,"CROWNQUEST OPERATING, LLC",TX,HOWARD,12/27/2021,H,S WILKINSON 4311HA,NorAm 27,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-13,42-227-41208,32.2002136 / -101.6406157,1800,2021-07-08,42,227,263.0,,,
264,Permian - Midland,DIAMONDBACK E&P LLC,TX,HOWARD,12/27/2021,H,NICHOLS WEST J 3WB,AKITA 803,OIL & GAS,SPRABERRY,TREND AREA,"8,700 ft",2021-12-21,42-227-41359,32.3688895 / -101.6794365,1800,2021-10-29,42,227,264.0,,,
265,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,HOWARD,12/27/2021,H,COACHWHIP 17-20 251,Ensign T140,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-20,42-227-41264,32.1731814 / -101.651374,1500,2021-09-01,42,227,265.0,,,
266,Permian - Midland,"HIGHPEAK ENERGY HOLDINGS, LLC",TX,HOWARD,12/27/2021,H,OLDHAM TRUST SWD 1H,Pioneer 87,INJECTION,SPRABERRY,TREND AREA,"9,800 ft",2021-12-10,42-227-41419,32.4529572 / -101.3141268, ,2021-11-18,42,227,266.0,,,
267,Permian - Midland,"HIGHPEAK ENERGY HOLDINGS, LLC",TX,HOWARD,12/27/2021,H,PARTEE 34-36 A UNIT D 1H,Latshaw 45,OIL & GAS,SPRABERRY,TREND AREA,"8,700 ft",2021-12-09,42-227-41393,32.2057857 / -101.3136195,1500,2021-11-08,42,227,267.0,,,
268,Permian - Midland,"HIGHPEAK ENERGY HOLDINGS, LLC",TX,HOWARD,12/27/2021,H,WHITE 19-26 A UNIT A 2H,Patterson 255,OIL & GAS,SPRABERRY,TREND AREA,"6,400 ft",2021-12-19,42-227-41268,32.4843878 / -101.3082765,1500,2021-08-31,42,227,268.0,,,
269,Permian - Midland,"LAREDO PETROLEUM, INC.",TX,HOWARD,12/27/2021,H,LEECH 32-44 (ALLOC-D) 4SB,H&P 386,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-26,42-227-41340,32.3122287 / -101.3778019,1500,2021-10-21,42,227,269.0,,,
270,Permian - Midland,"LAREDO PETROLEUM, INC.",TX,HOWARD,12/27/2021,H,LEECH 32-44 (ALLOC-H) 8SA,Nabors M7507,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-21,42-227-41343,32.3142831 / -101.3695084,1150,2021-10-20,42,227,270.0,,,
271,Permian - Midland,"LAREDO PETROLEUM, INC.",TX,HOWARD,12/27/2021,H,FIRE EYES 47-38 3NS,H&P 651,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-20,42-227-41386,32.4853359 / -101.4748816,1500,2021-11-05,42,227,271.0,,,
272,Permian - Midland,"MURCHISON OIL AND GAS, LLC",TX,HOWARD,12/27/2021,H,DEACON JIM UNIT 6-7 4HA,Latshaw 11,OIL,SPRABERRY,TREND AREA,"7,298 ft",2021-12-16,42-227-41309,32.4944144 / -101.4381823,1000,2021-09-21,42,227,272.0,,,
273,Permian - Midland,OVINTIV USA INC.,TX,HOWARD,12/27/2021,H,MATTERHORN 24F 2HF,H&P 553,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-20,42-227-41295,32.4310896 / -101.3859668, ,2021-09-03,42,227,273.0,,,
274,Permian - Midland,OXY USA INC.,TX,HOWARD,12/27/2021,H,TURNER CONNALLY 2183CP 3H,H&P 480,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-14,42-227-41113,32.1863419 / -101.5350998,1500,2021-05-18,42,227,274.0,,,
275,Permian - Midland,OXY USA INC.,TX,HOWARD,12/27/2021,H,ROCKET 3547DP 5H,H&P 617,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-20,42-227-41352,32.3911205 / -101.5519952,1500,2021-11-05,42,227,275.0,,,
276,Permian - Midland,SINCLAIR OIL & GAS COMPANY,TX,HOWARD,12/27/2021,H,STEERS NATION MIPA 4LS,Unit 401,OIL & GAS,SPRABERRY,TREND AREA) R 40 EXC,"9,000 ft",2021-12-20,42-227-41439,32.2708863 / -101.4811434,1500,2021-12-01,42,227,276.0,,,
277,Permian - Midland,SM ENERGY COMPANY,TX,HOWARD,12/27/2021,H,BEESLY A 0712JM,Ensign T57,OIL & GAS,SPRABERRY,TREND AREA,"10,300 ft",2021-12-16,42-227-41318,32.2942948 / -101.5797185, ,2021-10-08,42,227,277.0,,,
278,Permian - Midland,SM ENERGY COMPANY,TX,HOWARD,12/27/2021,H,VIZZINI 2746WA,Pioneer 74,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-05,42-227-41276,32.3789312 / -101.4063205,1500,2021-09-01,42,227,278.0,,,
279,Permian - Midland,"SURGE OPERATING, LLC",TX,HOWARD,12/27/2021,H,POLTERGEIST UNIT B 11-02 4AH,Latshaw 20,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-12-19,42-227-41458,32.479212 / -101.3699913,1500,2021-12-06,42,227,279.0,,,
280,Permian - Midland,"SURGE OPERATING, LLC",TX,HOWARD,12/27/2021,H,GUARDIAN UNIT 12-22 6SH,Latshaw 10,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-12-06,42-227-41377,32.4804786 / -101.3650411,1500,2021-11-04,42,227,280.0,,,
281,Permian - Midland,"SURGE OPERATING, LLC",TX,HOWARD,12/27/2021,H,ELECTRIC UNIT B 23-22 6AH,Latshaw 18,OIL & GAS,SPRABERRY,TREND AREA,"8,500 ft",2021-12-21,42-227-41436,32.4826885 / -101.3142658,1700,2021-12-07,42,227,281.0,,,
282,Permian - Midland,"TRIPLE CROWN RESOURCES, LLC",TX,IRION,12/27/2021,H,ASSAULT S397H,AKITA 22,OIL,LIN,WOLFCAMP,"9,000 ft",2021-12-19,42-235-36486,31.3431568 / -101.0820694,1500,2021-09-29,42,235,282.0,,,
283,Barnett,"HW OPERATING, LLC",TX,JACK,12/27/2021,V,R. W. RIDER 6,LLP Lindemann 3,OIL & GAS,"BARTONS CHAPEL, S.,JACK COUNTY REGULAR,NORTHRIDGE","ATOKA CONGL., GAS, STRAWN","5,000 ft",2021-12-15,42-237-40601,33.0324164 / -98.2216966,450,2021-12-13,42,237,283.0,,,
284,Mississippi,"VENTURE OIL & GAS, INC.",MS,JASPER,12/27/2021,V,HERRING 13-9 2,D&D 3,OIL,VERBA,MOORINGSPORT OIL POOL,"9,025 ft",2021-12-05,23-061-21256,32.0980198 / -89.1206939,450,2021-11-30,23,61,284.0,,,
285,Gulf Coast,ZARVONA ENERGY LLC,TX,JASPER,12/27/2021,H,DAVID GLENN UNIT 3H,Big E 5,GAS,MAGNOLIA SPRINGS,AUSTIN CHALK,"14,000 ft",2021-12-18,42-241-30914,30.7763564 / -94.2989514,1500,2021-11-19,42,241,285.0,,,
286,Northeast,ASCENT RESOURCES UTICA LLC,OH,JEFFERSON,12/27/2021,H,GABRIEL SW WEL JF 4H,Patterson 581,OIL & GAS, ,"UTICA SHALE, POINT PLEASANT FORMATION", ,2021-12-21,34-081-20926,40.254321 / -80.722484,1500,2021-09-21,34,81,286.0,,,
287,Northeast,ASCENT RESOURCES UTICA LLC,OH,JEFFERSON,12/27/2021,,SATORI N WEL JF 1H,Patterson 578,UNKNOWN, , , ,2021-12-18,34-081-20931,40.2601891 / -80.7343063,1200, ,34,81,287.0,,,
288,Northeast,GULFPORT APPALACHIA LLC,OH,JEFFERSON,12/27/2021,H,EXTREME 211733 2B,Falcon 39,OIL & GAS, ,"UTICA SHALE, POINT PLEASANT FORMATION", ,2021-12-17,34-081-20928,40.198899 / -80.724439,1000,2021-09-27,34,81,288.0,,,
289,Gulf Coast,"KEBO OIL & GAS, INC.",TX,JIM WELLS,12/27/2021,V,SHENK 1,Price 1,OIL & GAS,DUNN,"FRIO, LOU ELLA","6,000 ft",2021-12-20,42-249-32658,28.0050766 / -97.8849798,400,2021-10-11,42,249,289.0,,,
290,Barnett,DELTA OIL & GAS LTD.,TX,JONES,12/27/2021,V,MANSKE 1,Rockin R 1,OIL & GAS,"FLAT TOP JC,HAMLIN, NORTH,WILDCAT","STRAWN, UPPER, SWASTIKA","5,300 ft",2021-12-14,42-253-35661,32.9376276 / -99.9943289,600,2021-10-22,42,253,290.0,,,
291,Barnett,"DJ & T SERVICES, LLC",TX,JONES,12/27/2021,V,REEVES 1A,Petrowest 1,OIL & GAS,"JONES COUNTY REGULAR,MIGHTY QUINN,MONA BETH,POLAND","GAS, KING SAND, PALO PINTO, PALO PINTO REEF, STRAWN","4,800 ft",2021-12-17,42-253-35657,32.6268368 / -99.9908553,575,2021-11-23,42,253,291.0,,,
292,Barnett,SOJOURNER DRILLING CORPORATION,TX,JONES,12/27/2021,V,"AMERSON, C.P. 12",MCG Drilling 2,OIL & GAS,"FLAT TOP JC,HAMLIN,HAMLIN, EAST,WILDCAT","STRAWN, UPPER, SWASTIKA, TANNEHILL SAND","5,300 ft",2021-12-16,42-253-35659,32.9349785 / -99.9974846,800,2021-11-03,42,253,292.0,,,
293,Mississippi,VENTURE OIL & GAS INC,MS,JONES,12/27/2021,V,HOLIFIELD 21-9 1,RAPAD 36,OIL,GLADE CROSSING,HOSSTON,"17,000 ft",2021-12-07,23-067-20744,31.6429803 / -89.0984147,1500,2021-11-18,23,67,293.0,,,
294,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,KARNES,12/27/2021,H,GROSE A-KARNES B USW C 1,H&P 384,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"17,500 ft",2021-12-21,42-255-37020,28.9677989 / -97.7839697,1500,2020-10-07,42,255,294.0,,,
295,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,KARNES,12/27/2021,H,WILLEKE UNIT B 3,H&P 494,OIL & GAS,SUGARKANE,EAGLE FORD,"17,000 ft",2021-12-14,42-255-37343,28.9680308 / -97.7226377,1500,2021-11-15,42,255,295.0,,,
296,Eagleford,"EOG RESOURCES, INC.",TX,KARNES,12/27/2021,H,PANOZZO E 5H,Nabors 1209,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"12,500 ft",2021-12-20,42-255-37349,29.1577015 / -97.6654743, ,2021-11-10,42,255,296.0,,,
297,Eagleford,"EOG RESOURCES, INC.",TX,KARNES,12/27/2021,H,WHITESIDE B 2H,H&P 503,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"11,500 ft",2021-12-21,42-255-37327,28.8578385 / -98.0734705,1500,2021-10-01,42,255,297.0,,,
298,Eagleford,"EOG RESOURCES, INC.",TX,KARNES,12/27/2021,H,GAMERA G 7H,Nabors 1207,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"11,900 ft",2021-12-18,42-255-37301,28.8543463 / -98.0370569, ,2021-09-13,42,255,298.0,,,
