,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id
488,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,11/22/2021,H,NORTH HICKEY (AW) 2H,H&P 383,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-11-18,42-365-38693,32.2410214 / -94.1364813,1500,2021-11-05,42,365
489,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,11/22/2021,H,IPCO-E JOHNSON (AW) 2H,H&P 458,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-11-02,42-365-38661,32.2476531 / -94.1243427,1500,2021-07-06,42,365
490,Haynesville,"TANOS EXPLORATION II, LLC",TX,PANOLA,11/22/2021,H,CASTLEBERRY-CHADWICK 1H,Scan Liberty,GAS,CARTHAGE,COTTON VALLEY,"9,695 ft",2021-10-23,42-365-38690,32.0625434 / -94.530046,1500,2021-10-08,42,365
491,Permian - Delaware,DIAMONDBACK E&P LLC,TX,PECOS,11/22/2021,H,STATE EOT WHALE UNIT 30-26 7BS,H&P 613,OIL,HOEFS T-K,WOLFCAMP,"13,000 ft",2021-11-16,42-371-40268,31.0899573 / -103.033402,1500,2020-06-30,42,371
492,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,11/22/2021,H,ROOSTERFISH UNIT 22SW33 33H,Precision 599,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-20,42-371-40332,31.2067134 / -103.1260173,1800,2021-09-15,42,371
493,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,11/22/2021,H,MISTER ED 48-18-7 703H,H&P 421,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-11-04,42-371-40340,31.1454224 / -103.1636565,1500,2021-10-21,42,371
494,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,11/22/2021,H,KARINO 48-19-30 2B2 302H,H&P 549,OIL,HOEFS T-K,WOLFCAMP,"11,000 ft",2021-11-11,42-371-40335,32.1071013 / -103.7771615, ,2021-09-21,42,371
495,Mississippi,"VENTURE OIL & GAS, INC.",MS,PERRY,11/22/2021,H,MURRY 4-6 1,RAPAD 36,OIL,WILDCAT,COTTON VALLEY,"18,000 ft",2021-10-23,23-111-20165,31.4290886 / -89.1064949,1500,2021-07-21,23,111
496,Arkoma,SANGUINE GAS EXPLORATION LLC,OK,PITTSBURG,11/22/2021,H,WADLEY 2-14/23H,Cactus 154,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","16,600 ft",2021-11-03,35-121-24877,35.0865365 / -95.9031146,1500,2021-08-24,35,121
497,Arkoma,TRINITY OPERATING (USG) LLC,OK,PITTSBURG,11/22/2021,H,CLIFTON 2-21/28H,Latshaw 42,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","17,500 ft",2021-11-08,35-121-24880,35.079211 / -95.938498,1500,2021-09-27,35,121
498,Tuscaloosa,"NUGULF OPERATING, L.L.C.",LA,POINTE COUPEE,11/22/2021,D,A WILBERTS SONS LLC 001,Precision 840,OIL,LOTTIE,SPARTA,"12,262 ft",2021-10-20,17-077-20634,30.5597096 / -91.7225806,1400,2021-10-07,17,77
499,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,POLK,11/22/2021,H,BSM A-471 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-10-29,42-373-31356,30.85465 / -94.6556146,1500,2021-10-01,42,373
500,Arkoma,CITATION OIL & GAS CORPORATION,OK,PONTOTOC,11/22/2021,D,EAST FITTS UNIT 9-87,Ada Energy 5,OIL & GAS, ,"BROMIDE, HUNTON, VIOLA", ,2021-11-15,35-123-23895,34.6125133 / -96.5595863,600,2021-07-22,35,123
501,,"CAMPBELL ENERGY, LLC",,POSEY,11/22/2021,,RIBEYRE 96,George Mitchell 1,UNKNOWN, , , ,2021-11-12, ,38.0921211 / -88.0049744,475, ,0,0
502,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,11/22/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79
503,DJ Basin,DOWNING-NELSON OIL CO INC,KS,RAWLINS,11/22/2021,V,BUCKNER 1-19,Discovery 4,OIL,UNNAMED,MISSISSIPPI,"4,900 ft",2021-11-11,15-153-21273,39.6090223 / -101.4009386,525,2021-10-07,15,153
504,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,REAGAN,11/22/2021,H,COATES -B- - MARATHON UNIT 1 3HU,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"7,650 ft",2021-11-12,42-383-41044,31.3207814 / -101.4382232,1500,2021-09-28,42,383
505,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,11/22/2021,H,BULLHEAD 491US,Independence 211,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-16,42-383-40717,31.3765776 / -101.3912559,1500,2019-08-14,42,383
506,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,11/22/2021,H,BALL AL06 2076NH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-14,42-383-41051,31.2035104 / -101.3392667, ,2021-10-21,42,383
507,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,11/22/2021,H,TURNER A 1H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"9,750 ft",2021-11-17,42-383-41021,31.3709844 / -101.6979613,1800,2021-08-31,42,383
508,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,11/22/2021,H,TURNER J 10H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"9,750 ft",2021-11-13,42-383-41030,31.3709049 / -101.6881179, ,2021-08-26,42,383
509,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,11/22/2021,H,PRINCE UB A2 4H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,400 ft",2021-11-13,42-383-41055,31.3428891 / -101.5783668,1500,2021-10-21,42,383
510,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,DRIVER C SE9G 7H,Patterson 253,OIL & GAS,SPRABERRY,TREND AREA,"10,539 ft",2021-11-11,42-383-40900,31.5598167 / -101.7510847,1000,2020-09-30,42,383
511,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,WAVLE-BURKITT 1205A 1H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-11-10,42-383-40955,31.3321577 / -101.6384696,1500,2021-03-16,42,383
512,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,UNIVERSITY 1-32 28H,Ensign T133,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-11-08,42-383-41043,31.1604338 / -101.7653538,1500,2021-09-15,42,383
513,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,11/22/2021,H,UNIVERSITY E2-30C 103H,Patterson 804,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,150 ft",2021-11-16,42-383-40766,31.2823496 / -101.7671979,1500,2020-01-08,42,383
514,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,11/22/2021,H,AMBER A 204-225 LB 1H,Stoneham 5,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-10-29,42-383-41039,31.2055624 / -101.3983261,850,2021-09-16,42,383
515,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,11/22/2021,H,AMBER B 204-225 UB 2H,AKITA 516,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-17,42-383-41040,31.2050895 / -101.3892649,1500,2021-09-16,42,383
516,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUF;HUCKABY 12-1 HC 002-ALT,H&P 528,GAS,WOODARDVILLE,HAYNESVILEL,"23,600 ft",2021-10-27,17-081-21728,32.2073235 / -93.3444017,1500,2021-06-30,17,81
517,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SU58;JIMMY GAY 16-9 HC 002-ALT,H&P 506,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-09,17-081-21740,32.1936197 / -93.3914234,1500,2021-09-27,17,81
518,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUAA;ROW PROP 9-16 HC 001-ALT,H&P 507,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-16,17-081-21741,32.2163152 / -93.4003006,1500,2021-09-28,17,81
519,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,11/22/2021,H,HA RA SUL;SCHION 18-19 HC 001-ALT,H&P 523,UNKNOWN,WOODARDVILLE, ,"23,000 ft",2021-10-12,17-081-21730,32.2078443 / -93.3379482,1500,2021-07-20,17,81
520,Haynesville,INDIGO MINERALS LLC,LA,RED RIVER,11/22/2021,H,HA RA SUSS;LGR 22&15&10-11-9HC 002-ALT,Independence 208,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-10-17,17-081-21732,31.9141482 / -93.2915192,1500,2021-08-17,17,81
521,Haynesville,VINE ENERGY OPERATING LP,LA,RED RIVER,11/22/2021,H,HA RA SUR;MONDELLO 51-33 HC 001-ALT,Cactus 141,GAS,REDOAK LAKE,HAYNESVILLE,"24,500 ft",2021-11-11,17-081-21735,31.9162133 / -93.3009786,1500,2021-09-17,17,81
522,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,11/22/2021,H,PERCH 57-1-27-15 A 11H,H&P 266,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-10-25,42-389-39468,31.9281543 / -103.9537341,1500,2021-06-22,42,389
523,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,11/22/2021,H,STATE AL OLSON 57-T2-6X43 2D B204H,H&P 614,OIL & GAS,SANDBAR,BONE SPRING,"10,303 ft",2021-11-21,42-389-39568,31.8696106 / -103.9940715,1500,2021-09-23,42,389
524,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,11/22/2021,H,STATE AL OLSON 57-T2-6X43 A W101H,Independence 212,OIL & GAS,PHANTOM,WOLFCAMP,"11,702 ft",2021-11-21,42-389-39548,31.8705761 / -104.0046072,1500,2021-08-25,42,389
525,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,11/22/2021,H,ARPENT 21602 25 4H,Patterson 288,OIL & GAS,PHANTOM,WOLFCAMP,"10,817 ft",2021-11-09,42-389-39407,31.6877682 / -103.6585678,1500,2021-05-04,42,389
526,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,11/22/2021,H,LOG JAM 22111 19 5H,Patterson 282,OIL & GAS,PHANTOM,WOLFCAMP,"11,475 ft",2021-11-11,42-389-39560,31.696992 / -103.6966152,1500,2021-09-01,42,389
527,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,11/22/2021,H,POWDERED DONUT STATE D U 21H,H&P 296,OIL & GAS,PHANTOM,WOLFCAMP,"10,300 ft",2021-11-18,42-389-39665,31.4416858 / -103.6203967,1500,2021-11-02,42,389
528,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,11/22/2021,H,ICEMAN A T 22H,H&P 313,OIL & GAS,PHANTOM,WOLFCAMP,"10,200 ft",2021-11-16,42-389-39409,31.4625937 / -103.6466323,1500,2021-05-04,42,389
529,Permian - Delaware,CHEVRON U. S. A. INC.,TX,REEVES,11/22/2021,H,REV BX STATE T8-51-12 0073WA,Nabors X16,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-11-18,42-389-39542,31.1684383 / -103.388858,1500,2021-08-17,42,389
530,Permian - Delaware,COG OPERATING LLC,TX,REEVES,11/22/2021,H,ACE IN THE HOLE 3801H,Pioneer 84,OIL,HOEFS T-K,WOLFCAMP,"10,500 ft",2021-11-05,42-389-39523,31.0932521 / -103.3986802,1500,2021-08-05,42,389
531,Permian - Delaware,"COLGATE OPERATING, LLC",TX,REEVES,11/22/2021,H,MOSES MIPA UNIT 131H,Nabors X09,OIL & GAS,PHANTOM,WOLFCAMP,"11,500 ft",2021-10-14,42-389-39635,31.4245195 / -103.5133983,1500,2021-10-08,42,389
532,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,11/22/2021,H,THUNDERBALL STATE 4-67 UF 4WA,AKITA 523,OIL & GAS,PHANTOM,WOLFCAMP,"10,897 ft",2021-11-08,42-389-39576,31.6234569 / -103.6934643,1500,2021-09-07,42,389
533,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,11/22/2021,H,THUNDERBALL STATE 4-67 UB 2WA,AKITA 525,OIL & GAS,PHANTOM,WOLFCAMP,"10,826 ft",2021-11-03,42-389-39573,31.6233947 / -103.6989548,1500,2021-09-07,42,389
534,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,11/22/2021,H,STATE LOONIE UNIT 731H,Nabors 1208,OIL & GAS,PHANTOM,WOLFCAMP,"11,000 ft",2021-11-14,42-389-39132,31.5997278 / -103.899963, ,2020-08-04,42,389
535,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,11/22/2021,H,STATE EINHORN UNIT 711H,H&P 249,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-11,42-389-39556,31.4862984 / -103.7189325,1500,2021-09-01,42,389
536,Permian - Delaware,"FORGE ENERGY OPERATING, LLC",TX,REEVES,11/22/2021,H,VERANCIA 50-26-27 UNIT 2 WA 21H,H&P 462,OIL & GAS,WOLFBONE,TREND AREA,"12,000 ft",2021-11-04,42-389-39612,31.2426912 / -103.2890013,1500,2021-09-10,42,389
537,Permian - Delaware,"PDC PERMIAN, INC.",TX,REEVES,11/22/2021,H,ARGENTINE STATE 7170 18U A 18H,H&P 629,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-11-18,42-389-38918,31.4320035 / -103.554894,1500,2020-02-03,42,389
538,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,11/22/2021,H,GIRAFFE UNIT 18C34 34H,Precision 593,OIL & GAS,SANDBAR,BONE SPRING,"11,000 ft",2021-11-05,42-389-39524,31.2206277 / -103.172878,1500,2021-08-06,42,389
539,Permian - Delaware,"PRI OPERATING, LLC",TX,REEVES,11/22/2021,H,MEERKAT STATE UNIT 17W64 64H,Precision 551,OIL & GAS,SANDBAR,BONE SPRING,"10,500 ft",2021-10-23,42-389-39599,31.2914062 / -103.185048,1800,2021-09-10,42,389
540,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,11/22/2021,H,CAMPBELL UNIT 9-8W 3H,NorAm 26,OIL & GAS,WOLFBONE,TREND AREA,"13,000 ft",2021-10-24,42-389-39436,31.2152246 / -103.6163186,1800,2021-05-19,42,389
541,Permian - Delaware,PRIMEXX OPERATING CORPORATION,TX,REEVES,11/22/2021,H,THE GREAT MILENKO UNIT 15-16 11H,Citadel 6,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","13,000 ft",2021-11-01,42-389-39609,31.2064256 / -103.6100828, ,2021-09-09,42,389
542,Permian - Delaware,"RIO OIL AND GAS (PERMIAN) II,LLC",TX,REEVES,11/22/2021,H,HARRISON STATE UNIT 12-24-16 1H,Ensign 775,OIL & GAS,SANDBAR,BONE SPRING,"23,000 ft",2021-11-09,42-389-39654,31.6390127 / -103.7549304,1500,2021-10-27,42,389
543,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,11/22/2021,H,BRUNELLA 181-182 UNIT W2 20H,H&P 653,OIL & GAS,"HOEFS T-K,WOLFBONE","TREND AREA, WOLFCAMP","16,000 ft",2021-11-16,42-389-39618,31.0874861 / -103.5990468,1500,2021-09-17,42,389
544,Permian - Delaware,TALL CITY OPERATIONS III LLC,TX,REEVES,11/22/2021,H,CONGER UNIT 185-184 B 3H,H&P 644,OIL,HOEFS T-K,WOLFCAMP,"16,000 ft",2021-11-18,42-389-39613,31.155583 / -103.5766297,1500,2021-09-14,42,389
545,Permian - Delaware,"TRIGO OIL AND GAS, LLC",TX,REEVES,11/22/2021,H,EFG STATE 57-T2-42 2H,Frontier 20,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-07,42-389-39517,31.7951962 / -104.008397,2000,2021-08-03,42,389
546,Permian - Delaware,"UPCURVE ENERGY, LLC",TX,REEVES,11/22/2021,H,WINKLER-HOWE STATE 34 5H,Precision 592,OIL & GAS,PHANTOM,WOLFCAMP,"10,342 ft",2021-10-26,42-389-39650,31.2839406 / -103.6885392,1800,2021-10-15,42,389
547,Permian - Delaware,WATERBRIDGE TEXAS OPERATING LLC,TX,REEVES,11/22/2021,V,REGULUS SWD 1,Savanna 635,INJECTION,FARWELL,BRUSHY CANYON,"6,500 ft",2021-11-11,42-389-39461,31.3234994 / -103.6787348,850,2021-06-14,42,389
548,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,11/22/2021,D,O'CONNOR-H-CLAY PAST-STATE UNIT 38,Coastal 16,OIL & GAS,"ANAQUA,WILDCAT", ,"6,500 ft",2021-11-20,42-391-33246,28.5402639 / -97.0529519,850,2021-10-21,42,391
549,Gulf Coast,"T-C OIL COMPANY, LLC",TX,REFUGIO,11/22/2021,V,WLP 91,Price 1,OIL & GAS,LAKE PASTURE,H-434,"5,000 ft",2021-11-10,42-391-33244,28.4494804 / -97.0839833,400,2021-10-08,42,391
550,Piceance,CAERUS PICEANCE LLC,CO,RIO BLANCO,11/22/2021,D,ELU J14 FED 13B-14-496,H&P 330,GAS,GRAND VALLEY,WILLIAMS FORK,"12,266 ft",2021-11-12,05-103-12384,39.7006987 / -108.1364284,1500,2021-01-13,5,103
551,Anadarko,MEWBOURNE OIL COMPANY,TX,ROBERTS,11/22/2021,H,LORENE 144 C001NC,Patterson 589,OIL & GAS,"LIPSCOMB, S.E.",CLEVELAND,"8,154 ft",2021-11-12,42-393-32744,36.0260181 / -100.5512146,1500,2021-09-13,42,393
552,Eagleford,"COMSTOCK OIL & GAS, LLC",TX,ROBERTSON,11/22/2021,H,CIRCLE M ALLOC 1H,Nabors X07,GAS,BALD PRAIRIE,CV CONSOLIDATED,"17,000 ft",2021-11-15,42-395-32063,31.1063275 / -96.3922212,1500,2021-10-21,42,395
553,Bakken,"KRAKEN OPERATING, LLC",MT,ROOSEVELT,11/22/2021,H,GEORGE 10-3-34 #3H,Nabors B22,OIL,WILDCAT ROOSEVELT,MIDDLE BAKKEN,"22,062 ft",2021-11-19,25-085-22011,48.0982197 / -104.340234,1500,2021-10-14,25,85
554,Sedgwick,"L. D. DRILLING, INC.",KS,RUSH,11/22/2021,V,BANNISTER 1-22,LD Drilling 1,OIL,BANNISTER,MISSISSIPPI OSAGE,"4,450 ft",2021-11-13,15-165-22176,38.3896935 / -99.5210375,1000,2021-08-10,15,165
555,Haynesville,"GEP HAYNESVILLE II, LLC",LA,SABINE,11/22/2021,H,INDIGO MIN 22-15 HC 001,H&P 260,GAS,PLEASANT HILL,NON- UNIITZED HAYNESVILLE,"23,200 ft",2021-11-16,17-085-22597,31.829948 / -93.5803456,1500,2021-10-12,17,85
556,Haynesville,INDIGO MINERALS LLC,LA,SABINE,11/22/2021,H,LBK 22&27&34-10-11 HC 003,Independence 322,GAS,GROGAN,NON UNITIZED HAYNESVILLE N, ,2021-10-09,17-085-22592,31.8316688 / -93.4831708,1500,2021-05-13,17,85
557,Haynesville,INDIGO MINERALS LLC,LA,SABINE,11/22/2021,H,BDWY 22&15-10-11 HC 002,Independence 303,GAS,GROGAN,NON UNITIZED HAYNESVILLE J,"25,000 ft",2021-11-05,17-085-22588,31.8308391 / -93.4841092,1500,2021-05-04,17,85
558,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,11/22/2021,H,BSI HOKIES DU 4HB,Precision 577,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,600 ft",2021-10-18,42-405-30740,31.3981178 / -94.2395742,1500,2021-09-07,42,405
559,Haynesville,AETHON ENERGY OPERATING LLC,TX,SAN AUGUSTINE,11/22/2021,H,POLO 2HB,Precision 554,GAS,CARTHAGE,HAYNESVILLE SHALE,"14,000 ft",2021-11-18,42-405-30733,31.5742063 / -94.0864539,1800,2021-07-23,42,405
560,San Juan,"DJR OPERATING, LLC",NM,SAN JUAN,11/22/2021,H,NAGEEZI UNIT 633H,H&P 443,OIL,NAGEEZI UNIT,MANCOS (OIL),"11,582 ft",2021-11-18,30-045-38245,36.2740768 / -107.7872558,1500,2020-12-04,30,45
561,San Juan,"ENDURING RESOURCES, LLC",NM,SAN JUAN,11/22/2021,H,W LYBROOK UNIT 756H,Ensign 773,OIL,LYBROOK MANCOS W,LYBROOK MANCOS W,"15,769 ft",2021-11-09,30-045-38262,36.2123451 / -107.7563396,1500,2020-03-06,30,45
562,San Juan,"TACITUS, LLC",NM,SAN JUAN,11/22/2021,V,NAVAJO TRIBAL N 1A,Aztec 1099,OIL,WC,DEVONIAN,"7,183 ft",2021-11-16,30-045-38233,36.4830919 / -108.788502,1100,2021-10-08,30,45
563,Permian - Midland,KINDER MORGAN PRODUCTION CO LLC,TX,SCURRY,11/22/2021,V,SACROC UNIT 210-9A,AKITA 521,OIL,KELLY-SNYDER, ,"7,800 ft",2021-11-21,42-415-35616,32.741189 / -100.9764361,1500,2021-10-13,42,415
564,Permian - Midland,"THREE SPAN OIL & GAS, INC.",TX,SCURRY,11/22/2021,H,THUNDER VALLEY 234 UNIT 1H,LASSO 101,OIL & GAS,"GARDEN CITY, S.",WOLFCAMP,"8,000 ft",2021-11-01,42-415-35501,32.5536374 / -100.7279149, ,2019-11-06,42,415
565,Barnett,"MOMENTUM OPERATING CO., INC.",TX,SHACKELFORD,11/22/2021,V,MUSSELMAN CADDO UNIT 256,Blue Delta 8,OIL & GAS,MUSSELMAN,CADDO,"4,999 ft",2021-11-10,42-417-39736,32.6898778 / -99.1556612, ,2021-10-14,42,417
566,,EQT,,SOMERSET,11/22/2021,,STATE GAME LANDS 592207,Fountain Quail 8,UNKNOWN, , , ,2021-11-21, ,39.9724503 / -79.0282898,760, ,0,0
567,Gulf Coast,"WHITNEY OIL & GAS, LLC",LA,SOUTH PASS OFFSHORE,11/22/2021,D,SL 1008 138,Coastal 21,OIL,SOUTH PASS BLOCK 24,U8,"11,918 ft",2021-11-05,17-721-20548,29.0484416 / -89.3048954,3000,2021-08-20,17,721
568,Sedgwick,"DIXON OPERATING COMPANY, LLC",KS,STAFFORD,11/22/2021,V,POUND 3-3,Murfin 20,OIL,MIKES METEOR,VIOLA,"3,900 ft",2021-11-17,15-185-24097,38.0801366 / -98.6205334,550,2021-10-29,15,185
569,Sedgwick,EDISON OPERATING COMPANY LLC,KS,STAFFORD,11/22/2021,V,SEWING 1-35,Pickrell 10,OIL,UNNAMED,VIOLA,"4,250 ft",2021-11-08,15-185-24094,37.9253619 / -98.7248074,340,2021-10-14,15,185
570,Gulf Coast,SAGE GEOSYSTEMS LLC,TX,STARR,11/22/2021,V,JFB HEARD ESTATE 1,Nabors X19,UNKNOWN,WILDCAT,WILDCAT,"19,300 ft",2021-11-16,42-427-34190,26.5766466 / -98.5675764,1500,2021-06-14,42,427
571,Anadarko,CAMINO NATURAL RESOURCES LLC,OK,STEPHENS,11/22/2021,H,HONDO 0104 22-27-1MXH,Cactus 145,OIL & GAS, ,"CANEY, SYCAMORE, WOODFORD","15,415 ft",2021-10-21,35-137-27635,34.5237637 / -97.5206995,1500,2021-10-20,35,137
572,Anadarko,CHEYENNE PETROLEUM COMPANY,OK,STEPHENS,11/22/2021,H,SKEET 17-20 S4H,H&P 432,OIL & GAS, ,MISSISSIPPIAN,"19,500 ft",2021-10-12,35-137-27634,34.4770469 / -97.637449,1500,2021-09-27,35,137
573,Green River,JONAH ENERGY LLC,WY,SUBLETTE,11/22/2021,D,STUD HORSE BUTTE 45-12,Ensign 157,GAS,JONAH,LANCE,"13,782 ft",2021-11-10,49-035-31177,42.4962462 / -109.668427,1500,2019-12-26,49,35
574,Green River,JONAH ENERGY LLC,WY,SUBLETTE,11/22/2021,V,RAIN 312-05-500H,Ensign 147,GAS,JONAH,LANCE,"10,550 ft",2021-11-10,49-035-31193,42.5094904 / -109.7323986, ,2020-09-30,49,35
575,Northeast,CHESAPEAKE APPALACHIA LLC,PA,SULLIVAN,11/22/2021,H,MANNING 101H,Patterson 583,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,708 ft",2021-11-14,37-113-20438,41.5336333 / -76.3303486,1500,2021-08-24,37,113
576,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,11/22/2021,H,DOBROSIELSKI S 007,Nabors X13,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"15,802 ft",2021-11-14,37-115-22873,41.6896201 / -75.9881884,1500,2021-07-13,37,115
577,Northeast,CABOT OIL & GAS CORP,PA,SUSQUEHANNA,11/22/2021,H,GEIGER K 008,Nabors X36,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"14,546 ft",2021-11-15,37-115-22890,41.8017359 / -75.8447584,1500,2021-08-30,37,115
578,Northeast,CHIEF OIL & GAS LLC,PA,SUSQUEHANNA,11/22/2021,H,TAYLOR B 2HX,Precision 569,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"22,444 ft",2021-11-17,37-115-22870,41.6931733 / -75.7573075,1500,2021-07-29,37,115
579,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,11/22/2021,H,DIAMOND LYNCH MIPA 3H,Ensign T129,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-11-18,42-439-37198,32.8131919 / -97.2505478,1500,2020-08-04,42,439
580,Barnett,"TEP BARNETT USA, LLC",TX,TARRANT,11/22/2021,H,VALLEY TRIANGLE CC 1H,Ensign T130,OIL & GAS,"NEWARK, EAST",BARNETT SHALE,"9,000 ft",2021-11-17,42-439-37217,32.7178586 / -97.4502234,1500,2021-05-07,42,439
581,Permian - Midland,"SOCORRO EXPLORATION, INC.",TX,TERRY,11/22/2021,V,"THOMPSON, D. L. 3WI",Norton 7,INJECTION,"TOKIO, SOUTH",LEONARD,"8,170 ft",2021-11-16,42-445-32466,33.1307613 / -102.5507805,900,2021-06-10,42,445
582,DJ Basin,"ARCADIAN RESOURCES, LLC",KS,THOMAS,11/22/2021,V,LIAM 3,White Knight 1,OIL,UNNAMED,MARMATON,"4,800 ft",2021-11-11,15-193-21098,39.3382731 / -100.9222816,500,2021-11-08,15,193
583,Northeast,FORTUNA ENERGY INC,PA,TIOGA,11/22/2021,H,DCNR 587 (02-003-10) 10H,Precision 572,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"18,692 ft",2021-11-04,37-117-22101,41.7031755 / -76.9475574,1500,2021-06-01,37,117
584,Northeast,"REPSOL OIL & GAS USA, LLC",PA,TIOGA,11/22/2021,H,JOHNSON (02-135-01) K 1H,H&P 611,GAS,MARCELLUS SHALE,MARCELLUS SHALE,"17,980 ft",2021-11-18,37-117-22124,41.6514659 / -77.0647089,1500,2021-08-17,37,117
