,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0
472,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 G 272,Ensign 784,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-02,42-329-44973,31.9026249 / -102.1171254,1500,2021-06-14,42,329,
473,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,GAULT 5-32 D 142,Nabors X22,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-03,42-329-45113,31.9880644 / -102.0149701,1500,2021-09-10,42,329,
474,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,BANKHEAD 4-33 UNIT 2A 173,Independence 304,OIL & GAS,SPRABERRY,TREND AREA,"10,400 ft",2021-11-27,42-329-44752,31.9670941 / -102.1040033,1500,2021-03-23,42,329,
475,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,GAULT 5-41 C 134,Nabors X15,OIL & GAS,SPRABERRY,TREND AREA,"9,600 ft",2021-12-12,42-329-45110,31.9877887 / -102.0109534,1500,2021-09-01,42,329,
476,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 F 262,Independence 210,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-11-28,42-329-44960,31.9029893 / -102.1154531,1500,2021-06-14,42,329,
477,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,HILL 30-19 G 275,Nabors X23,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-05,42-329-44974,31.9023448 / -102.1188782,1500,2021-06-14,42,329,
478,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MIDLAND,12/14/2021,H,FRANKLIN CRAWFORD 42-43 D 241,Ensign T141,OIL,SPRABERRY,TREND AREA,"10,616 ft",2021-12-02,42-329-45101,31.8765513 / -101.9643943,1500,2021-09-16,42,329,
479,Permian - Midland,"PERMIAN DEEP ROCK OIL CO., LLC",TX,MIDLAND,12/14/2021,H,MUSTANG 145 MIPA UNIT H145LS,Savanna 801,OIL & GAS,SPRABERRY,TREND AREA,"9,300 ft",2021-11-30,42-329-44989,31.9700377 / -102.0761502, ,2021-06-18,42,329,
480,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,THUNDERBIRD GG 50-51 2807H,Patterson 253,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44665,32.02083 / -101.9212,1000,2021-02-04,42,329,
481,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,GERMANIA SPRABERRY UNIT 4508H,H&P 390,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-07,42-329-45136,32.0632829 / -101.8041909,1500,2021-09-07,42,329,
482,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,SHACKELFORD 39H 8H,H&P 604,OIL & GAS,SPRABERRY,TREND AREA,"10,493 ft",2021-11-27,42-329-44594,31.7957834 / -101.8976,1500,2021-02-03,42,329,
483,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,ELKIN-ESTES 34RR 118H,Patterson 807,OIL & GAS,SPRABERRY,TREND AREA,"10,645 ft",2021-11-27,42-329-45072,31.899562 / -101.9755644,1500,2021-08-18,42,329,
484,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,PRESTON 9H 108H,Patterson 251,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-12,42-329-45118,31.7744635 / -101.8213151,1500,2021-09-21,42,329,
485,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,ELKIN-ESTES 34G 7H,H&P 643,OIL & GAS,SPRABERRY,TREND AREA,"9,510 ft",2021-12-07,42-329-45062,31.9017283 / -101.9765713,1500,2021-08-18,42,329,
486,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,GERMANIA SPRABERRY UNIT 4504H,H&P 641,OIL & GAS,SPRABERRY,TREND AREA,"8,271 ft",2021-12-07,42-329-45177,32.0602393 / -101.8117752,1500,2021-09-29,42,329,
487,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,TEXAS TEN Y PU 3818H,H&P 607,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-03,42-329-44777,31.8999538 / -102.0459687,1500,2021-03-30,42,329,
488,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,HARRIS 17-20D 4H,Pinnergy 3,OIL & GAS,SPRABERRY,TREND AREA,"10,589 ft",2021-12-09,42-329-45228,31.6557019 / -101.8019012,760,2021-11-08,42,329,
489,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,THUNDERBIRD CC 50-51 3H,Patterson 802,OIL & GAS,SPRABERRY,TREND AREA,"10,360 ft",2021-12-11,42-329-44661,32.02024 / -101.92337,1500,2021-02-04,42,329,
490,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,TEXAS TEN Y PU 3837H,H&P 472,OIL & GAS,SPRABERRY,TREND AREA,"10,611 ft",2021-12-02,42-329-44783,31.9018612 / -102.0373782,1500,2021-03-31,42,329,
491,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,PRESTON 9K 111H,Ensign T125,OIL & GAS,SPRABERRY,TREND AREA,"10,499 ft",2021-12-01,42-329-45121,31.7748028 / -101.8189288,1500,2021-09-21,42,329,
492,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,MIDLAND,12/14/2021,H,SHULL-CRAWFORD 15B 2H,Patterson 252,OIL & GAS,SPRABERRY,TREND AREA,"10,585 ft",2021-12-08,42-329-44936,31.9473946 / -102.0263921,1500,2021-06-29,42,329,
493,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,COMANCHEROS 19-31 3100 3106BH,H&P 463,OIL & GAS,SPRABERRY,TREND AREA,"10,377 ft",2021-12-07,42-329-44847,31.8667781 / -101.8845892,1500,2021-08-17,42,329,
494,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4821SH,NABORS R801,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-10,42-329-45082,31.6743259 / -101.9590597, ,2021-08-31,42,329,
495,Permian - Midland,XTO ENERGY INC.,TX,MIDLAND,12/14/2021,H,BOB MIDKIFF 37-48 WEST UNIT 4812AH,H&P 255,OIL & GAS,SPRABERRY,TREND AREA,"10,800 ft",2021-12-07,42-329-45089,31.6739414 / -101.9571878,1500,2021-08-31,42,329,
496,Offshore,ANADARKO PETROLEUM CORPORATION,GOM,MISSISSIPPI CANYON,12/14/2021,D,009  ,Ocean BlackHawk,OIL & GAS, , , ,2021-11-22,60-817-41460,28.8935655 / -88.1040459,9000,2021-11-03,60,817,
497,Offshore,"BP EXPLORATION & PRODUCTION, INC",GOM,MISSISSIPPI CANYON,12/14/2021,,G09821 005 BP1,Ocean BlackLion,UNKNOWN, , , ,2021-11-07,60-817-4140401,28.4796524 / -88.1716843,9000, ,60,817,
498,Offshore,"BP EXPLORATION & PRODUCTION, INC.",GOM,MISSISSIPPI CANYON,12/14/2021,,OCS-G 14658 2,Ocean BlackHornet,UNKNOWN, , , ,2021-11-15,60-817-409500,28.1863003 / -88.4688034,9000, ,60,817,
499,Offshore,ENI US OPERATING CO. INC.,GOM,MISSISSIPPI CANYON,12/14/2021,U,G19996 A005,Nabors MODS 140,UNKNOWN,DEVILS TOWER, , ,2021-07-07,60-817-40929,28.2088678 / -88.7375749,1000,2021-06-24,60,817,
500,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,PN003  ,TO Deepwater Thalassa,OIL & GAS,WLDMC943, ,"40,000 ft",2021-07-02,60-817-41447,28.0113718 / -89.0134826,10500,2021-07-01,60,817,
501,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,KE001  ,TO Deepwater Pontus,OIL & GAS,MARS-URSA, ,"40,000 ft",2021-11-01,60-817-41395,28.1941805 / -89.1767796, ,2021-10-13,60,817,
502,Offshore,SHELL OFFSHORE INC.,GOM,MISSISSIPPI CANYON,12/14/2021,V,IW003  ,TO Deepwater Proteus,OIL & GAS, , ,"40,000 ft",2021-11-22,60-817-41455,28.5988352 / -88.0180686,21000,2021-05-25,60,817,
503,Offshore,"SHELL OFFSHORE, INC.",GOM,MISSISSIPPI CANYON,12/14/2021,,OCS-G 07963 A002,H&P 201,UNKNOWN, , , ,2021-09-17,60-817-40465,28.1691856 / -89.2229767,3000, ,60,817,
504,Offshore,WALTER OIL & GAS CORPORATION,GOM,MISSISSIPPI CANYON,12/14/2021,U,G36398 001,Sevan Louisiana,UNKNOWN, , , ,2021-08-02,60-817-41442,28.309712 / -89.922557,4500,2021-07-28,60,817,
505,Anadarko,SCOUT ENERGY MANAGEMENT LLC,TX,MOORE,12/14/2021,V,"COON, R. S. 16B",Quest 208,GAS,"PANHANDLE, WEST", ,"4,000 ft",2021-12-10,42-341-33641,35.7608251 / -101.8265515,400,2021-10-19,42,341,
506,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/14/2021,H,EN-J HORST- 154-93-111H2-3,Nabors X28,OIL & GAS,ROBINSON LAKE,BAKKEN,"21,379 ft",2021-12-10,33-061-04909,48.178152 / -102.6099499,1500,2021-06-24,33,61,
507,Bakken,"HESS BAKKEN INVESTMENTS II, LLC",ND,MOUNTRAIL,12/14/2021,H,EN-MADISYN-LE 154-94-0705H-2,Nabors X24,UNKNOWN, , , ,2021-12-02,33-061-303446,48.1709557 / -102.8162537,1500, ,33,61,
508,Bakken,"SLAWSON EXPLORATION COMPANY, INC.",ND,MOUNTRAIL,12/14/2021,H,COUGAR FEDERAL 1 SLH,Unit 414,UNKNOWN,BIG BEND, , ,2021-12-10,33-061-04940,47.9642726 / -102.5156209,1500,2021-08-05,33,61,
509,Bakken,"TALLGRASS WATER NORTH DAKOTA, LLC",ND,MOUNTRAIL,12/14/2021,V,NELSON SWD 2,Capstar 329,CONFIDENTIAL,ALKALI CREEK, , ,2021-12-12,33-061-90432,48.2003636 / -102.7842414,500,2018-11-30,33,61,
510,Bakken,WHITING OIL AND GAS CORPORATION,ND,MOUNTRAIL,12/14/2021,H,KANNIANEN 11-5-3HU,Patterson 808,OIL & GAS,SANISH,BAKKEN, ,2021-12-11,33-061-04919,48.1089521 / -102.4161644,1500,2021-07-06,33,61,
511,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/14/2021,H,ANDER 22&15-11-10 HC 001,Patterson 586,GAS,GROGAN,NON UNITIZED HAYNESVILLE T,"25,000 ft",2021-11-04,17-069-20505,31.9217576 / -93.3789422,1500,2021-07-21,17,69,
512,Haynesville,INDIGO MINERALS LLC,LA,NATCHITOCHES,12/14/2021,H,WM 27&22&15-11-10 HC 002,Patterson 591,UNKNOWN,GROGAN, ,"25,000 ft",2021-11-16,17-069-20502,31.9149085 / -93.3827418,1500,2021-07-21,17,69,
513,Anadarko,"NORSTAR PETROLEUM, INC.",KS,NESS,12/14/2021,V,DINGES 3-18,Pickrell 10,OIL,DEX SOUTH,MISSISSIPPI,"4,600 ft",2021-12-07,15-135-26130,38.4925465 / -100.0111015,340,2021-11-09,15,135,
514,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/14/2021,V,LEVO 1,Duke 2,OIL,LAZY 17,MISSISSIPPIAN,"4,600 ft",2021-12-06,15-135-26136,38.5554276 / -100.1343875,350,2021-11-30,15,135,
515,Anadarko,"PALOMINO PETROLEUM, INC.",KS,NESS,12/14/2021,V,FOR A FEW DOLLARS MORE 1,Murfin 21,OIL,WILDCAT,MISSISSIPPIAN,"4,600 ft",2021-12-09,15-135-26134,38.4760029 / -100.0799775,550,2021-11-19,15,135,
516,Northeast,ANTERO RESOURCES  CORPORATION,OH,NOBLE,12/14/2021,H,CLAY EAST UNIT 1H,H&P 531,OIL & GAS, ,POINT PLEASANT FORMATION, ,2021-11-30,34-121-24644,39.8844865 / -81.3640678,1500,2021-09-30,34,121,
517,Gulf Coast,"SUEMAUR EXPL. & PROD., LLC",TX,NUECES,12/14/2021,D,"BURNETT, ET AL GAS UNIT 9",LAUSON 4,OIL & GAS,"AGUA DULCE,WILDCAT",VICKSBURG CONSL.,"10,500 ft",2021-12-03,42-355-34199,27.8180157 / -97.7522834,1000,2021-11-19,42,355,
518,Anadarko,MEWBOURNE OIL COMPANY,TX,OCHILTREE,12/14/2021,H,FARNSWORTH 4/32 A M001BO,Patterson 589,OIL & GAS,ALLEN-PARKER,MARMATON,"7,079 ft",2021-12-04,42-357-33730,36.2618348 / -100.9693858,1500,2021-09-28,42,357,
519,Gulf Coast,"CIMARRON ENGINEERING, LLC",TX,ORANGE,12/14/2021,D,EMERALD 1,LAUSON 1,OIL & GAS,"HARTBURG,HARTBURG, S.,HARTBURG, S.E.","BASAL, MIDDLE, STRUMA","8,000 ft",2021-12-13,42-361-30992,30.2424048 / -93.7749962,750,2021-10-13,42,361,
520,Gulf Coast,"VANTAGE OPERATING, LLC",TX,ORANGE,12/14/2021,D,MOONSHINE 1,Energy 14,OIL & GAS,WILDCAT, ,"9,950 ft",2021-11-02,42-361-30991,30.0992456 / -93.7938234,1200,2021-09-29,42,361,
521,Haynesville,"PETROQUEST ENERGY, L.L.C.",TX,PANOLA,12/14/2021,H,SABINE ROYALTY ALO 4 4H,Nabors X02,OIL & GAS,CARTHAGE,COTTON VALLEY,"10,000 ft",2021-11-19,42-365-38687,32.1325022 / -94.0755738,1500,2021-09-13,42,365,
522,Haynesville,"PINE WAVE ENERGY PARTNERS OP,LLC",TX,PANOLA,12/14/2021,H,TILLER CRENSHAW ALLOC 1H,Nabors X35,GAS,CARTHAGE,HAYNESVILLE SHALE,"10,750 ft",2021-12-07,42-365-38702,32.3279938 / -94.0759372,1500,2021-11-03,42,365,
523,Haynesville,ROCKCLIFF ENERGY OPERATING LLC,TX,PANOLA,12/14/2021,H,MINNIE BELL HV UNIT A 1H,H&P 459,GAS,CARTHAGE,HAYNESVILLE SHALE,"13,000 ft",2021-12-01,42-365-38698,32.3777069 / -94.0741381,1500,2021-10-28,42,365,
524,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/14/2021,H,NORTH HICKEY (AW) 1H,H&P 383,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-07,42-365-38692,32.2409239 / -94.1363477,1500,2021-11-05,42,365,
525,Haynesville,SABINE OIL & GAS CORPORATION,TX,PANOLA,12/14/2021,H,SALT CREEK (AW) 3H,H&P 458,GAS,CARTHAGE,HAYNESVILLE SHALE,"12,000 ft",2021-12-02,42-365-38707,32.2398436 / -94.1480189,1500,2021-11-12,42,365,
526,Haynesville,"SLANT OPERATING, LLC",TX,PANOLA,12/14/2021,H,GLEASON 1H,H&P 452,OIL & GAS,CARTHAGE,COTTON VALLEY,"9,600 ft",2021-12-05,42-365-38697,32.1140868 / -94.4796625,1500,2021-10-21,42,365,
527,Haynesville,"TANOS EXPLORATION II, LLC",TX,PANOLA,12/14/2021,H,CASTLEBERRY-CHADWICK 1H,Scan Liberty,GAS,CARTHAGE,COTTON VALLEY,"9,695 ft",2021-10-23,42-365-38690,32.0625439 / -94.5300431,1500,2021-10-08,42,365,
528,Permian - Delaware,"P.O.&G. OPERATING, LLC",TX,PECOS,12/14/2021,V,PECOS VALLEY /5400 DEV./ UNIT 1005,United 32,OIL & GAS,PECOS VALLEY,DEVONIAN,"5,800 ft",2021-11-22,42-371-40324,31.2230681 / -102.7682242,550,2021-07-14,42,371,
529,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,12/14/2021,H,ROOSTERFISH UNIT 22SW64 64H,Precision 593,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-12-13,42-371-40333,31.2042654 / -103.1264231,1500,2021-09-15,42,371,
530,Permian - Delaware,"PRI OPERATING, LLC",TX,PECOS,12/14/2021,H,ROOSTERFISH UNIT 22SW63 63H,Precision 599,OIL & GAS,SANDBAR,BONE SPRING,"10,000 ft",2021-11-28,42-371-40331,31.2066347 / -103.1259956,1800,2021-09-15,42,371,
531,Permian - Delaware,XTO ENERGY INC.,TX,PECOS,12/14/2021,H,MISTER ED 48-18-7 701H,H&P 421,OIL,HOEFS T-K,WOLFCAMP,"10,600 ft",2021-12-09,42-371-40338,31.1454188 / -103.16365,1500,2021-10-21,42,371,
532,Mississippi,"VENTURE OIL & GAS, INC.",MS,PERRY,12/14/2021,H,MURRY 4-6 1,RAPAD 36,OIL,WILDCAT,COTTON VALLEY,"18,000 ft",2021-10-23,23-111-20165,31.4290886 / -89.1064949,1500,2021-07-21,23,111,
533,Arkoma,TRINITY OPERATING (USG) LLC,OK,PITTSBURG,12/14/2021,H,PAYDEN 2-24/13/12H,Latshaw 42,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD","23,700 ft",2021-11-21,35-121-24882,34.8857815 / -95.8878104,1500,2021-11-19,35,121,
534,Austin Chalk,WALTER OIL & GAS CORPORATION,TX,POLK,12/14/2021,H,BSM A-471 1H,Big E 1,OIL & GAS,BROOKELAND,AUSTIN CHALK,"15,000 ft",2021-10-29,42-373-31356,30.85465 / -94.6556146,1500,2021-10-01,42,373,
535,Arkoma,CITATION OIL & GAS CORPORATION,OK,PONTOTOC,12/14/2021,D,EAST FITTS UNIT 9-87,Ada Energy 5,OIL & GAS, ,"BROMIDE, HUNTON, VIOLA", ,2021-12-07,35-123-23895,34.6125133 / -96.5595863,600,2021-07-22,35,123,
536,,"CAMPBELL ENERGY, LLC",,POSEY,12/14/2021,,RIBEYRE 82,George Mitchell 1,UNKNOWN, , , ,2021-12-02, ,38.1060562 / -87.9670334,475, ,0,0,
537,Arkoma,HILL OIL COMPANY INC,OK,POTTAWATOMIE,12/14/2021,V,HARRISON 1,Dan D 2,OIL & GAS, ,"CALVIN, EARLSBORO, LAYTON, MISENER, SENORA, SIMPSON DOLOMITE, VIOLA, WEWOKA, WILCOX, WOODFORD","4,300 ft",2021-12-11,35-125-23959,34.9911118 / -96.8153642,500,2021-11-29,35,125,
538,Tuscaloosa,SOUTHWIND OIL & GAS LLC,LA,RAPIDES,12/14/2021,H,AUS C RA SU80;CROWELL LM 30 H 002,Precision 109,OIL,MASTERS CREEK,AUSTIN CHALK,"23,590 ft",2021-11-17,17-079-20547,30.9480563 / -92.5158157,1600,2019-06-27,17,79,
539,DJ Basin,"BLACK OAK EXPLORATION, LLC",KS,RAWLINS,12/14/2021,V,THRELKEL ET AL 1-23,Murfin 7,OIL,UNNAMED,LKC,"4,650 ft",2021-12-10,15-153-21275,39.7774491 / -101.2052717,400,2021-12-01,15,153,
540,Permian - Midland,"BTA OIL PRODUCERS, LLC",TX,REAGAN,12/14/2021,H,COATES -B-MARATHON UNIT 2 2HU,Independence 206,OIL & GAS,SPRABERRY,TREND AREA,"7,650 ft",2021-11-20,42-383-41045,32.0733549 / -101.8656206,1500,2021-09-28,42,383,
541,Permian - Midland,DISCOVERY NATURAL RESOURCES LLC,TX,REAGAN,12/14/2021,H,BALL AL06 2076NH,Savanna 802,OIL,SPRABERRY,TREND AREA,"8,500 ft",2021-11-29,42-383-41051,31.2035267 / -101.3391724, ,2021-10-21,42,383,
542,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER B 2H,Cactus 167,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-11-25,42-383-41022,31.3709294 / -101.6979605,1800,2021-08-03,42,383,
543,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,MARY ROSE D 4H,Ensign 786,OIL & GAS,SPRABERRY,TREND AREA,"10,500 ft",2021-12-13,42-383-40857,31.3447774 / -101.7735028,1500,2020-01-28,42,383,
544,Permian - Midland,"HIBERNIA RESOURCES III, LLC",TX,REAGAN,12/14/2021,H,TURNER H 8H,Nabors X52,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-03,42-383-41028,31.3709789 / -101.6883431, ,2021-08-26,42,383,
545,Permian - Midland,"MOONTOWER RESOURCES OP, LLC",TX,REAGAN,12/14/2021,H,PRINCE UB A1 1H,Latshaw 43,OIL & GAS,SPRABERRY,TREND AREA,"8,100 ft",2021-11-26,42-383-41052,31.3428846 / -101.5784255,1500,2021-10-21,42,383,
546,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,WAVLE-BURKITT 1205C 3H,Ensign T134,OIL & GAS,SPRABERRY,TREND AREA,"10,159 ft",2021-12-11,42-383-40957,31.3323426 / -101.6377831,1500,2021-03-16,42,383,
547,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,UNIVERSITY 1-32 26H,Ensign T133,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-01,42-383-41041,31.1604902 / -101.7653699,1500,2021-09-14,42,383,
548,Permian - Midland,"PIONEER NATURAL RES. USA, INC.",TX,REAGAN,12/14/2021,H,UNIVERSITY E2-30D 104H,Patterson 804,OIL & GAS,SPRABERRY,"TREND AREA, TREND AREA) R 40 EXC","10,150 ft",2021-11-29,42-383-40767,31.282349 / -101.7671018,1500,2020-01-08,42,383,
549,Permian - Midland,"RP OPERATING, L.L.C.",TX,REAGAN,12/14/2021,H,PAPAYA A 199-178 UB 1H,AKITA 516,OIL & GAS,SPRABERRY,TREND AREA,"10,000 ft",2021-12-11,42-383-41047,31.2050916 / -101.3893449,1500,2021-09-23,42,383,
550,Permian - Midland,SEM OPERATING COMPANY LLC,TX,REAGAN,12/14/2021,H,UNIVERSITY 2-58 2505WC,Independence 307,OIL & GAS,LIN,WOLFCAMP,"10,000 ft",2021-12-06,42-383-41066,31.287032 / -101.6769,1500,2021-11-17,42,383,
551,Haynesville,BPX OPERATING COMPANY,LA,RED RIVER,12/14/2021,H,HA RA SUS;MJR FAMLLC21-28-33HC 001-ALT,H&P 445,GAS,GAHAGAN,HA,"24,666 ft",2021-12-09,17-081-21733,32.0100509 / -93.3911577,1500,2021-08-23,17,81,
552,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/14/2021,H,HA RA SU58;JIMMY GAY 16-9 HC 002-ALT,H&P 506,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-06,17-081-21740,32.1936134 / -93.3914294,1500,2021-09-27,17,81,
553,Haynesville,"GEP HAYNESVILLE, LLC",LA,RED RIVER,12/14/2021,H,HA RA SUAA;ROW PROP 9-16 HC 001-ALT,H&P 507,GAS,WOODARDVILLE,HAYNESVILLE,"21,500 ft",2021-11-16,17-081-21741,32.2163095 / -93.4002661,1500,2021-09-28,17,81,
554,Haynesville,INDIGO MINERALS LLC,LA,RED RIVER,12/14/2021,H,HA RA SUSS;LGR 22&15&10-11-9HC 002-ALT,Independence 208,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-10-21,17-081-21732,31.9141651 / -93.291503,1500,2021-08-17,17,81,
555,Haynesville,VINE ENERGY OPERATING LP,LA,RED RIVER,12/14/2021,H,HA RA SUE;MONDELLO 29-32-5 HC 001-ALT,Cactus 141,GAS,REDOAK LAKE,HAYNESVILLE, ,2021-12-07,17-081-21736,31.9160791 / -93.301038,1500,2021-09-17,17,81,
556,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/14/2021,H,VALKYRIE STATE 57-2-40 UNIT 14HA,H&P 266,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-02,42-389-39638,31.7826706 / -103.9641439,1500,2021-10-05,42,389,
557,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,REEVES,12/14/2021,H,BONSAI 56-2-13-25 C 15H,Ensign 778,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-03,42-389-39629,31.8497915 / -103.8162071,1500,2021-10-26,42,389,
558,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/14/2021,H,STATE AL OLSON 57-T2-6X43 I W109H,H&P 614,OIL & GAS,PHANTOM,WOLFCAMP,"11,722 ft",2021-12-07,42-389-39571,31.8696079 / -103.9940996,1500,2021-09-07,42,389,
559,Permian - Delaware,BPX OPERATING COMPANY,TX,REEVES,12/14/2021,H,STATE AL OLSON 57-T2-6X43 2A B201H,Independence 212,OIL & GAS,SANDBAR,BONE SPRING,"10,262 ft",2021-12-06,42-389-39550,31.8705897 / -104.0047844,1500,2021-08-25,42,389,
560,Permian - Delaware,"BTA OIL PRODUCERS, LLC",TX,REEVES,12/14/2021,H,LOG JAM 22111 19 5H,Patterson 282,OIL & GAS,PHANTOM,WOLFCAMP,"11,475 ft",2021-12-04,42-389-39560,31.696992 / -103.6966152,1500,2021-09-01,42,389,
561,Permian - Delaware,"CENTENNIAL RESOURCE PROD, LLC",TX,REEVES,12/14/2021,H,POWDERED DONUT STATE E T 35H,H&P 296,OIL & GAS,PHANTOM,WOLFCAMP,"10,200 ft",2021-12-07,42-389-39667,31.4414467 / -103.620225,1500,2021-11-03,42,389,
562,Permian - Delaware,CHEVRON U. S. A. INC.,TX,REEVES,12/14/2021,H,REV BX STATE T8-51-12 0072WC,Nabors X16,OIL & GAS,WOLFBONE,TREND AREA,"11,000 ft",2021-11-21,42-389-39541,31.1683068 / -103.3890187,1500,2021-08-17,42,389,
563,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,WATCHMAN 30-26 A 1BS,Charger 201,OIL,HOEFS T-K,WOLFCAMP,"9,580 ft",2021-12-09,42-389-39615,31.1980066 / -103.185093,760,2021-09-13,42,389,
564,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,THUNDERBALL STATE 4-67 UI 5WB,AKITA 523,OIL & GAS,PHANTOM,WOLFCAMP,"11,230 ft",2021-12-09,42-389-39579,31.6234549 / -103.6931752,1500,2021-09-08,42,389,
565,Permian - Delaware,DIAMONDBACK E&P LLC,TX,REEVES,12/14/2021,H,THUNDERBALL STATE 4-67 UE 3WB,AKITA 525,OIL & GAS,PHANTOM,WOLFCAMP,"11,229 ft",2021-12-07,42-389-39575,31.6233748 / -103.6988649,1500,2021-09-07,42,389,
566,Permian - Delaware,"EOG RESOURCES, INC.",TX,REEVES,12/14/2021,H,JAWS STATE UNIT 751H,Nabors 1208,OIL & GAS,PHANTOM,WOLFCAMP,"11,880 ft",2021-12-01,42-389-39581,31.4829163 / -103.8244552, ,2021-09-07,42,389,
567,Permian - Delaware,"FORGE ENERGY OPERATING, LLC",TX,REEVES,12/14/2021,H,VERANCIA 50-26-27 UNIT 2 WA 2H,H&P 462,OIL & GAS,WOLFBONE,TREND AREA,"13,000 ft",2021-12-07,42-389-39611,31.2426907 / -103.2890013,1500,2021-09-10,42,389,
