,Basin,Operator,State,County,report_date,drill_type,well,rig,well_type,field,formation,permit_depth,spud_date,API_UWI,lat_long,rated_hp,permit_approval_date,state_id,county_id,Unnamed: 0,Unnamed: 0.1
360,Permian - Delaware,"DEVON ENERGY PRODUCTION COMPANY, LP",NM,LEA,12/20/2021,H,BROADSIDE 13-24 FED COM 15H,Cactus 135,OIL,WC,UPPER WOLFCAMP,"22,333 ft",2021-12-02,30-025-49263,32.2257741 / -103.5209453,2000,2021-07-30,30,25,,
361,Permian - Delaware,EOG RESOURCES INC,NM,LEA,12/20/2021,H,PEGASUS 3 FED COM 511H,Pioneer 77,OIL,TRISTE DRAW,BONE SPRING,"20,919 ft",2021-12-14,30-025-47134,32.240564 / -103.6678246,1500,2020-05-01,30,25,,
362,Permian - Delaware,EOG RESOURCES INC,NM,LEA,12/20/2021,H,YUKON 20 FED COM 501H,Pioneer 85,OIL,WC,UPPER WOLFCAMP,"22,341 ft",2021-12-16,30-025-46974,32.2089342 / -103.4936286, ,2020-03-11,30,25,,
363,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,APPALOOSA 18 FED COM 721H,H&P 245,OIL,BOBCAT DRAW,UPPER WOLFCAMP,"20,246 ft",2021-12-02,30-025-49486,32.1239067 / -103.5146573,1500,2021-10-27,30,25,,
364,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,JUPITER 19 FED COM 309H,Pioneer 79,OIL,RED HILLS,"BONE SPRING, NORTH","18,573 ft",2021-12-13,30-025-47873,32.2087501 / -103.5076747,1500,2020-10-21,30,25,,
365,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,JUPITER 19 FED COM 308H,H&P 489,OIL,RED HILLS,"BONE SPRING, NORTH","17,856 ft",2021-12-14,30-025-48241,32.2088805 / -103.5017853,1500,2020-12-24,30,25,,
366,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,DRAGON 36 STATE 508H,Pioneer 83,OIL,RED HILLS,LOWER BONE SPRING,"16,198 ft",2021-12-14,30-025-49496,32.1686568 / -103.5320584,1500,2021-10-29,30,25,,
367,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,PEGASUS 3 FED COM 507H,AKITA 801,OIL,TRISTE DRAW,BONE SPRING,"20,904 ft",2021-12-10,30-025-47248,32.2405205 / -103.6656927,1800,2020-06-08,30,25,,
368,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,ALMOST EDDY 30 FED COM 726H,H&P 534,OIL,WC,UPPER WOLFCAMP,"19,796 ft",2021-12-14,30-025-49550,32.0995884 / -103.7120317,1500,2021-11-12,30,25,,
369,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,ALMOST EDDY 30 FED COM 724H,H&P 389,OIL,WC,UPPER WOLFCAMP,"19,744 ft",2021-12-14,30-025-48876,32.0996115 / -103.7157011,1500,2021-05-14,30,25,,
370,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,HOLYFIELD 9 FED COM 723H,H&P 246,OIL,SOUTH PITCHFORK RANCH,WOLFCAMP,"22,744 ft",2021-12-03,30-025-48886,32.1384752 / -103.4747315,1500,2021-05-17,30,25,,
371,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,APPALOOSA 18 FED COM 703H,Nabors 1201,OIL,BOBCAT DRAW,UPPER WOLFCAMP,"20,041 ft",2021-12-14,30-025-49473,32.1239666 / -103.5107685, ,2021-10-25,30,25,,
372,Permian - Delaware,"EOG RESOURCES, INC.",NM,LEA,12/20/2021,H,ALMOST EDDY 30 FED COM 707H,H&P 258,OIL,WC,UPPER WOLFCAMP,"19,422 ft",2021-12-07,30-025-49547,32.1002262 / -103.7079375,1500,2021-11-10,30,25,,
373,Permian - Delaware,FRANKLIN MOUNTAIN ENERGY LLC,NM,LEA,12/20/2021,H,COUNTY FAIR FED COM 602H,H&P 537,OIL,WC,LOWER BONE SPRING,"22,062 ft",2021-12-07,30-025-49395,32.1661402 / -103.3427655,1500,2021-09-21,30,25,,
374,Permian - Delaware,FRANKLIN MOUNTAIN ENERGY LLC,NM,LEA,12/20/2021,H,TRINITY FEDERAL 703H,H&P 518,OIL,WEST JAL,WOLFCAMP,"22,206 ft",2021-12-14,30-025-48581,32.1104883 / -103.3217459,1500,2021-03-30,30,25,,
375,Permian - Delaware,FRANKLIN MOUNTAIN ENERGY LLC,NM,LEA,12/20/2021,H,CLINCHER FED COM 702H,H&P 556,OIL,WC,UPPER WOLFCAMP,"22,003 ft",2021-12-14,30-025-48810,32.165939 / -103.3287079, ,2021-05-07,30,25,,
376,Permian - Delaware,GREAT WESTERN DRILLING COMPANY,NM,LEA,12/20/2021,V,URSSEY TANK DARYL STATE 001,Norton 7,OIL,JALMAT,TAN-YATES-7 RIVERS (OIL),"4,600 ft",2021-12-17,30-025-49479,32.4408406 / -103.3159233,900,2021-10-26,30,25,,
377,Permian - Delaware,KAISER-FRANCIS OIL CO,NM,LEA,12/20/2021,H,RED HILLS FEDERAL 705H,Cactus 171,OIL,WC,LWR BONE SPRIN,"21,212 ft",2021-12-03,30-025-47184,32.0935878 / -103.610637,1800,2020-05-15,30,25,,
378,Permian - Delaware,KAISER-FRANCIS OIL CO,NM,LEA,12/20/2021,H,BELL LAKE UNIT NORTH 206H,Cactus 169,OIL,SOUTHWEST OJO CHISO,BONE SPRING,"18,546 ft",2021-11-30,30-025-48495,32.3359223 / -103.5188525,1800,2021-02-11,30,25,,
379,Permian - Delaware,MATADOR PRODUCTION COMPANY,NM,LEA,12/20/2021,H,RODNEY ROBINSON FED COM 108H,Patterson 298,OIL,PRONGHORN,BONE SPRING,"19,904 ft",2021-11-30,30-025-47089,32.3135924 / -103.6035253,1500,2020-04-16,30,25,,
380,Permian - Delaware,MEWBOURNE OIL CO,NM,LEA,12/20/2021,H,NORTH WILSON DEEP UNIT 003H,Patterson 597,OIL,NORTH WILSON,BONE SPRING,"20,724 ft",2021-11-21,30-025-49422,32.4799674 / -103.39321,1500,2021-10-01,30,25,,
381,Permian - Delaware,MEWBOURNE OIL CO,NM,LEA,12/20/2021,H,EASTWATCH 4/3 B2DA FED COM 1H,Patterson 558,OIL,NORTH YOUNG,BONE SPRING,"18,621 ft",2021-12-10,30-025-49601,32.7779708 / -103.7789774,1500,2021-11-29,30,25,,
382,Permian - Delaware,MEWBOURNE OIL CO,NM,LEA,12/20/2021,H,ANTELOPE 9 B3MD STATE COM 002H,Patterson 595,OIL,NORTHWEST ANTELOPE RIDGE,BONE SPRING,"16,349 ft",2021-12-14,30-025-49599,32.312441 / -103.4781476,1500,2021-11-24,30,25,,
383,Permian - Delaware,MEWBOURNE OIL CO,NM,LEA,12/20/2021,H,RED HILLS WEST 22 W1BO FED COM 3H,Patterson 575,GAS,WC,UPPER WOLFCAMP,"17,236 ft",2021-12-16,30-025-49216,32.0335801 / -103.6581693,1200,2021-07-22,30,25,,
384,Permian - Delaware,MEWBOURNE OIL CO,NM,LEA,12/20/2021,H,RED HILLS WEST 22 W0BO FED COM 4H,Patterson 809,GAS,WC,UPPER WOLFCAMP,"16,975 ft",2021-12-05,30-025-49214,32.0351785 / -103.6642655,1500,2021-07-21,30,25,,
385,Permian - Delaware,SPUR ENERGY PARTNERS LLC,NM,LEA,12/20/2021,H,TRIPLETAIL 12 STATE 060H,Burton 10,OIL,WEST MALJAMAR,YESO,"12,185 ft",2021-12-13,30-025-49503,32.8541044 / -103.7282499, ,2021-11-02,30,25,,
386,Permian - Delaware,"STEWARD ENERGY II, LLC",NM,LEA,12/20/2021,H,ROOF PIZZA FEE 005H,Norton 8,OIL,SOUTH BRONCO,SAN ANDRES,"11,000 ft",2021-12-14,30-025-49481,33.1680709 / -103.0894803,1000,2021-10-26,30,25,,
387,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,PROMETHEUS STATE COM 213H,H&P 376,OIL,WC-025 G-09 S243310P,UPPER WOLFCAMP,"23,020 ft",2021-12-14,30-025-48775,32.1981626 / -103.5597718,1500,2021-04-30,30,25,,
388,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,POSEIDON STATE COM 225H,H&P 425,OIL,WC,UPPER WOLFCAMP,"21,907 ft",2021-12-02,30-025-48671,32.2687385 / -103.9845096,1500,2021-04-16,30,25,,
389,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,PROMETHEUS STATE COM 222H,H&P 388,OIL,WC,UPPER WOLFCAMP,"23,250 ft",2021-12-07,30-025-48743,32.197943 / -103.5627351,1500,2021-04-28,30,25,,
390,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,COONSKIN FEE 111H,H&P 312,OIL,WC,MIDDLE BONE SP,"18,205 ft",2021-12-19,30-025-49260,32.1751034 / -103.3772063,1500,2021-07-30,30,25,,
391,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,PROMETHEUS STATE COM 204H,H&P 261,OIL,WC-025 G-09 S243310P,UPPER WOLFCAMP,"22,887 ft",2021-12-14,30-025-48773,32.1981322 / -103.5565487,1500,2021-04-30,30,25,,
392,Permian - Delaware,"TAP ROCK OPERATING, LLC",NM,LEA,12/20/2021,H,PROMETHEUS STATE COM 135H,H&P 264,OIL,WC,UPPER WOLFCAMP,"22,645 ft",2021-12-14,30-025-48729,32.1987559 / -103.5680019,1500,2021-04-28,30,25,,
393,Permian - Delaware,"TITUS OIL & GAS PRODUCTION, LLC",NM,LEA,12/20/2021,H,LONESOME DOVE FED COM 204H,H&P 474,OIL,WC,BONE SPRING,"19,855 ft",2021-12-02,30-025-49541,32.0403518 / -103.3914865,1500,2021-11-09,30,25,,
394,Permian - Delaware,"TITUS OIL & GAS PRODUCTION, LLC",NM,LEA,12/20/2021,H,CATTLEMEN FED COM 512H,H&P 625,OIL,JABALINA,"WOLFCAMP, SOUTHWEST","21,286 ft",2021-12-14,30-025-48130,32.0447203 / -103.3914626,1500,2020-12-08,30,25,,
395,Permian - Delaware,"TITUS OIL & GAS PRODUCTION, LLC",NM,LEA,12/20/2021,H,CATTLEMEN FED COM 403H,H&P 656,OIL,WC-025 G-08 S263412K,BONE SPRING,"21,437 ft",2021-12-07,30-025-48126,32.0449687 / -103.3877516, ,2020-12-08,30,25,,
396,Northeast,"HG ENERGY II APPALACHIA, LLC",WV,LEWIS,12/20/2021,H,EVANS 1213 N-4H  ,Precision 575,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-13,47-041-05720,39.1155662 / -80.5149578,1500,2021-05-03,47,41,,
397,Arkoma,PRAIRIE GAS COMPANY OF OKLAHOMA LLC,OK,LINCOLN,12/20/2021,H,JANZEN 1-32 HP,Dan D 20,OIL & GAS, ,PRUE,"8,759 ft",2021-12-07,35-081-24322,35.6373417 / -96.8039489,750,2021-10-26,35,81,,
398,Anadarko,UPLAND RESOURCES LLC,TX,LIPSCOMB,12/20/2021,V,PEYTON RANCH 183 2,Power Rig 1,OIL & GAS,"COBURN,LIPSCOMB,LIPSCOMB, EAST,LIPSCOMB, S.","DOUGLAS, HEPLER, MISS., MORROW UPPER, MORROW, LO., TONKAWA","12,000 ft",2021-12-09,42-295-34388,36.1125937 / -100.1151235,1200,2021-10-21,42,295,,
399,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,LIVE OAK,12/20/2021,H,MARY KRAUSE UNIT A 5,H&P 450,OIL & GAS,EAGLEVILLE,EAGLE FORD-2,"17,000 ft",2021-12-07,42-297-36174,28.7109339 / -98.1156993,1500,2021-11-15,42,297,,
400,Eagleford,BURLINGTON RESOURCES O & G CO LP,TX,LIVE OAK,12/20/2021,H,1893 G-H USW D 1,H&P 464,OIL & GAS,SUGARKANE,EAGLE FORD,"17,500 ft",2021-12-07,42-297-36164,28.5843769 / -98.1966941,1500,2021-09-09,42,297,,
401,Eagleford,"HURD ENTERPRISES, LTD.",TX,LIVE OAK,12/20/2021,V,PEDIGO ETAL GU 1,LAUSON 5,OIL & GAS,"HARRIS,KENDALL,LIMES,OAKVILLE,WILDCAT","TARA, WILCOX, WILCOX CONS., WILCOX-, WILCOX-MASSIVE","10,500 ft",2021-12-07,42-297-36180,28.3575881 / -98.1227038, ,2021-11-23,42,297,,
402,West Coast,BRIDGE ENERGY LLC,CA,LOS ANGELES,12/20/2021,U,PUENTE C-36,Ensign 549,OIL,BREA-OLINDA,BREA-OLINDA, ,2021-12-18,04-037-30558,33.9501947 / -117.9206263,900,2021-10-19,4,37,,
403,West Coast,SOUTHERN CALIFORNIA GAS COMPANY,CA,LOS ANGELES,12/20/2021,U,WEZU 18 E,Ensign 551,STORAGE,HONOR RANCHO,WAYSIDE 13, ,2021-09-28,04-037-30575,34.4515948 / -118.5919183, ,2020-09-15,4,37,,
404,Anadarko,TRAILHEAD EXPLORATION LLC,OK,LOVE,12/20/2021,H,THE RANGER 1-5H8X17,Nabors X21,OIL & GAS, ,"MISSISSIPPIAN, SYLVAN, WOODFORD", ,2021-09-11,35-085-21331,33.8829868 / -97.0146478,1500,2021-08-12,35,85,,
405,Anadarko,XTO ENERGY INC,OK,LOVE,12/20/2021,H,MILLER 1-28H20X17X8R,H&P 648,OIL & GAS, ,"CANEY, HUNTON, WOODFORD", ,2021-10-13,35-085-21333,33.9251402 / -97.1076036, ,2021-08-12,35,85,,
406,Anadarko,XTO ENERGY INC,OK,LOVE,12/20/2021,H,ALMA 1-12H13X24,H&P 649,OIL & GAS, ,"HUNTON, MISSISSIPPIAN, WOODFORD", ,2021-09-21,35-085-21322,33.8815535 / -97.0531214,1500,2020-12-22,35,85,,
407,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,BEARTOOTH 54-1-34 UNIT 71H,H&P 252,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-07,42-301-35035,31.8989937 / -103.6474729,1500,2020-03-02,42,301,,
408,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,CITRA 28-0-6-28 G 81HB,H&P 479,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-30,42-301-35643,31.8329391 / -103.4148646,1500,2021-09-08,42,301,,
409,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,CITRA 28-0-6-28 H 82HE,H&P 267,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-11-30,42-301-35646,31.8332179 / -103.4143807,1500,2021-09-08,42,301,,
410,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,DUSK 54-1-34 UNIT 12H,Ensign 774,OIL & GAS,PHANTOM,WOLFCAMP,"13,000 ft",2021-12-14,42-301-35040,31.8991099 / -103.6424647,1500,2020-03-05,42,301,,
411,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,CITRA 28-0-6-28 D 15HB,Nabors X30,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-12-14,42-301-35650,31.836051 / -103.4080945,1500,2021-09-08,42,301,,
412,Permian - Delaware,ANADARKO E&P ONSHORE LLC,TX,LOVING,12/20/2021,H,DUSK 54-1-34 UNIT 14H,H&P 244,OIL & GAS,PHANTOM,WOLFCAMP,"14,000 ft",2021-12-07,42-301-35630,31.8991099 / -103.6390275,1500,2021-08-24,42,301,,
413,Permian - Delaware,MEWBOURNE OIL COMPANY,TX,LOVING,12/20/2021,H,RED BLUFF 57-T1-1X12 W102AP,Patterson 562,GAS,PHANTOM,WOLFCAMP,"10,618 ft",2021-12-12,42-301-35707,31.9994889 / -103.9075833,1500,2021-11-19,42,301,,
414,Permian - Delaware,MEWBOURNE OIL COMPANY,TX,LOVING,12/20/2021,H,MITCHELL 46/39 C W101NC,Patterson 559,OIL & GAS,PHANTOM,WOLFCAMP,"12,320 ft",2021-12-11,42-301-35598,31.7514397 / -103.3289808,1500,2021-08-05,42,301,,
415,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,12/20/2021,H,SWAPPORTUNITY 75-11 LOV UNIT 4H,Nabors X04,OIL & GAS,PHANTOM,WOLFCAMP,"12,500 ft",2021-10-28,42-301-35392,31.8784566 / -103.4157838,1500,2021-04-01,42,301,,
416,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,12/20/2021,H,WAHOO 53-2-23 LOV UNIT 9H,Nabors X05,OIL & GAS,PHANTOM,WOLFCAMP,"12,200 ft",2021-12-02,42-301-35577,31.8845857 / -103.5688276,1500,2021-07-16,42,301,,
417,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,12/20/2021,H,LINK-VJ RANCH 55-2-15 LOV NE 5H,Nabors X31,OIL & GAS,PHANTOM,WOLFCAMP,"11,400 ft",2021-12-03,42-301-35669,31.8414366 / -103.7503982,1500,2021-10-07,42,301,,
418,Permian - Delaware,SHELL WESTERN E&P,TX,LOVING,12/20/2021,H,UNIVERSITY 20 PW UNIT 3001H,Nabors X48,OIL & GAS,PHANTOM,WOLFCAMP,"12,200 ft",2021-12-17,42-301-35515,31.666108 / -103.3556057,1500,2021-06-22,42,301,,
419,Permian - Delaware,"STATELINE WATER, LLC",TX,LOVING,12/20/2021,V,STATELINE 39 SWD 2,Charger 501,INJECTION,TUNSTILL,CHERRY CANYON -F-,"6,500 ft",2021-12-09,42-301-34987,31.9007636 / -103.8396573,1500,2020-02-07,42,301,,
420,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,12/20/2021,H,CBR 8-5N-56-1 424H,Patterson 803,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-12-15,42-301-35538,31.9699134 / -103.8756735,1500,2021-07-01,42,301,,
421,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,12/20/2021,H,LINDSAY 3-10O-55-1 442H,H&P 600,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-11-30,42-301-35580,31.9995806 / -103.7393813,1500,2021-07-22,42,301,,
422,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,12/20/2021,H,REN STATE 13-14D 431H,Patterson 565,OIL & GAS,PHANTOM,WOLFCAMP,"16,000 ft",2021-12-01,42-301-35423,31.9739705 / -103.3552572,1500,2021-04-21,42,301,,
423,Permian - Delaware,"WPX ENERGY PERMIAN, LLC",TX,LOVING,12/20/2021,H,CBR 8-5J-56-1 337H,H&P 314,OIL & GAS,SANDBAR,BONE SPRING,"16,000 ft",2021-12-09,42-301-35618,31.9700188 / -103.8767168,1500,2021-08-04,42,301,,
424,Gulf Coast,"FREEPORT-MCMORAN ENERGY, LLC",LA,MAIN PASS OFFSHORE,12/20/2021,,OCS-G 09372 SW252 ST 3,Blake 651,UNKNOWN, , , ,2021-11-29,17-724-40669,29.2656765 / -88.7583084,650, ,17,724,,
425,Anadarko,COMANCHE EXPLORATION CO LLC,OK,MAJOR,12/20/2021,H,HAWK 21-29-1JH,Atlas 3,OIL & GAS, ,MISSISSIPPIAN,"15,214 ft",2021-11-22,35-093-25227,36.1896757 / -98.8134311,1000,2021-09-22,35,93,,
426,Northeast,"SWN PRODUCTION COMPANY, LLC",WV,MARSHALL,12/20/2021,H,BETTY SCHAFER MSH 405H  ,SWN Drilling 40,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-01,47-051-02383,39.9908356 / -80.6353731,1500,2021-05-13,47,51,,
427,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,12/20/2021,H,VAN WINKLE N-18HU  ,Falcon 24,UNKNOWN, ,MARCELLUS SHALE, ,2021-12-15,47-051-02351,39.781509 / -80.7268892,850,2021-05-03,47,51,,
428,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,12/20/2021,,MCMASTERS N-11HU  ,Nabors B28,UNKNOWN, , , ,2021-12-11,47-051-02317,39.7598267 / -80.7873001,1500, ,47,51,,
429,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,12/20/2021,H,FITZGERALD S-3HM FITZGERALD S-3HM,Falcon 29,UNKNOWN, , , ,2021-12-13,47-051-02393,39.8012259 / -80.6412887, ,2021-08-26,47,51,,
430,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,12/20/2021,H,HUDSON S-14HU  ,Nabors X08,UNKNOWN, ,POINT PLEASANT, ,2021-11-22,47-051-02327,39.8286974 / -80.672801,1500,2021-02-02,47,51,,
431,Northeast,"TUG HILL OPERATING, LLC",WV,MARSHALL,12/20/2021,H,OLD CROW N-4HM  ,Nabors X14,UNKNOWN, ,MARCELLUS SHALE, ,2021-11-25,47-051-02227,39.7784659 / -80.7632007,1500,2019-06-26,47,51,,
432,Permian - Midland,"BIRCH OPERATIONS, INC.",TX,MARTIN,12/20/2021,H,DESERT DOOR 18-6 C 5DN,H&P 375,OIL & GAS,SPRABERRY,TREND AREA,"8,900 ft",2021-12-14,42-317-43865,32.4915415 / -101.7738649,1500,2021-10-21,42,317,,
433,Permian - Midland,"BLACK SWAN OPERATING, LLC",TX,MARTIN,12/20/2021,H,BENDER A 252 1WA,Precision 608,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-12-04,42-317-43704,32.4169746 / -101.9674404,1500,2021-07-28,42,317,,
434,Permian - Midland,"BLACK SWAN OPERATING, LLC",TX,MARTIN,12/20/2021,H,GOOCHER 254 B 1JM,Pinnergy 1,OIL & GAS,SPRABERRY,TREND AREA,"9,000 ft",2021-12-16,42-317-43977,32.4394871 / -102.0371092,760,2021-11-23,42,317,,
435,Permian - Midland,"CUTBOW OPERATING, LLC",TX,MARTIN,12/20/2021,H,BIG HORN 25-36-A 03LS,H&P 488,OIL & GAS,SPRABERRY,TREND AREA,"8,426 ft",2021-12-07,42-317-43844,32.0910439 / -101.8748928,1500,2021-10-29,42,317,,
436,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,12/20/2021,H,SMITH JALONICK 16-21 B 1LS,Unit 408,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-12-10,42-317-43467,32.1085866 / -101.9370642,1500,2021-04-14,42,317,,
437,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,12/20/2021,H,SMITH JALONICK 16-21 J 3LS,Unit 413,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-12-09,42-317-43783,32.1091962 / -101.931603,1500,2021-09-23,42,317,,
438,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,12/20/2021,H,SMITH JALONICK 16-21 G 2WA,H&P 460,OIL & GAS,SPRABERRY,TREND AREA,"13,000 ft",2021-12-14,42-317-43472,32.1086722 / -101.9350666,1500,2021-04-14,42,317,,
439,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,12/20/2021,H,CHABLIS 8 4LS,NorAm 23,OIL & GAS,SPRABERRY,TREND AREA,"10,470 ft",2021-12-15,42-317-43742,32.43756 / -102.1659174,1500,2021-09-13,42,317,,
440,Permian - Midland,DIAMONDBACK E&P LLC,TX,MARTIN,12/20/2021,H,SAGE 37-36 D 4WA,AKITA 802,OIL & GAS,SPRABERRY,TREND AREA,"10,340 ft",2021-12-01,42-317-43652,32.1640313 / -101.9002962,1800,2021-07-19,42,317,,
441,Permian - Midland,"ELEMENT PETROLEUM OP III, LLC",TX,MARTIN,12/20/2021,H,EL DIABLO 79-78 5WA,Latshaw 5,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-08,42-317-43877,32.471013 / -101.9366775,1500,2021-10-27,42,317,,
442,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,HUGHES 43-47 UNIT 2 174,Independence 217,OIL,SPRABERRY,TREND AREA,"10,466 ft",2021-12-06,42-317-43789,32.3431943 / -101.7099032,1500,2021-09-20,42,317,,
443,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,ANACONDA 5-4 UNIT 2 162,Independence 211,OIL,SPRABERRY,TREND AREA,"9,900 ft",2021-12-10,42-317-43720,32.237686 / -102.0272905,1500,2021-08-13,42,317,,
444,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,MCALPINE GRISHAM 47-35 UNIT 1 243,Precision 563,OIL,SPRABERRY,TREND AREA,"11,000 ft",2021-12-15,42-317-43687,32.1711334 / -101.8055784,1500,2021-07-15,42,317,,
445,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,MCALPINE GRISHAM 47-35 UNIT 1A 122,Ensign 765,OIL,SPRABERRY,TREND AREA,"9,000 ft",2021-12-12,42-317-43676,32.1719514 / -101.8015035,1500,2021-07-15,42,317,,
446,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,ANACONDA 5-4 UNIT 2 281,Precision 580,OIL,SPRABERRY,TREND AREA,"9,900 ft",2021-12-12,42-317-43731,32.2367977 / -102.0311761,1500,2021-08-13,42,317,,
447,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,HUGHES 43-47 UNIT 2 261,Precision 581,OIL,SPRABERRY,TREND AREA,"10,466 ft",2021-12-15,42-317-43794,32.3443722 / -101.7036903,1500,2021-09-21,42,317,,
448,Permian - Midland,ENDEAVOR ENERGY RESOURCES L.P.,TX,MARTIN,12/20/2021,H,ANACONDA 5-4 UNIT 2 264,Independence 210,OIL,SPRABERRY,TREND AREA,"9,900 ft",2021-12-16,42-317-43733,32.2372448 / -102.0291495,1500,2021-08-16,42,317,,
449,Permian - Midland,LARIO OIL & GAS COMPANY,TX,MARTIN,12/20/2021,H,EISENHOWER 203,H&P 370,OIL & GAS,SPRABERRY,TREND AREA) R 40 EXC,"10,150 ft",2021-12-07,42-317-41161,32.1264227 / -101.8618747,1500,2017-12-19,42,317,,
450,Permian - Midland,LEGACY RESERVES OPERATING LP,TX,MARTIN,12/20/2021,H,DR. ORSON F 1SH,Cactus 140,OIL & GAS,SPRABERRY,TREND AREA,"9,425 ft",2021-12-12,42-317-43775,31.9140768 / -102.2416414,1500,2021-09-24,42,317,,
451,Permian - Midland,OVINTIV USA INC.,TX,MARTIN,12/20/2021,H,HOLT 319P 206HB,H&P 551,OIL & GAS,SPRABERRY,TREND AREA,"10,500 ft",2021-12-12,42-317-43896,32.3321913 / -102.1400377, ,2021-11-05,42,317,,
452,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,12/20/2021,H,SXSW E UNIT D 3WA,H&P 379,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-14,42-317-43857,32.4307687 / -101.9603028,1500,2021-10-19,42,317,,
453,Permian - Midland,"PETROLEGACY ENERGY II, LLC",TX,MARTIN,12/20/2021,H,SXSW W UNIT B 1WB,Scan Titan,OIL & GAS,SPRABERRY,TREND AREA,"11,000 ft",2021-12-02,42-317-43749,32.4294301 / -101.963277,2000,2021-08-20,42,317,,
454,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,12/20/2021,H,PETERS 1102C 4L,Latshaw 19,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-09,42-317-43828,32.1432065 / -101.7941882,1500,2021-10-12,42,317,,
455,Permian - Midland,"VENCER ENERGY, LLC",TX,MARTIN,12/20/2021,H,PETERS 1102E 11A,Latshaw 9,OIL & GAS,SPRABERRY,TREND AREA,"9,500 ft",2021-12-06,42-317-43824,32.143711 / -101.7920564,1700,2021-10-12,42,317,,
